char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
cfb821962a8d,The Water Shipper,Dune,portrayed: Darin De Paul,"However, he drank water that had been poisoned by the Prisoner and attempted to tell them how to break the compulsion, but died before he could do so.","The Water Shipper was a ghola appointed by the Bene Tleilax to locate the Fremen. Biography Background The Water Shipper was subjected to hypno-ligation by the Bene Tleilax. He was sent to Arrakis and acquired a mansion by killing every member of the family who occupied it. He took control of the planet's water, intending to use it to find the Fremen, but they eluded him.Dune: Awakening Awakening The Water Shipper discovered that the Prisoner had invaded his mansion. He watched them on the transeye and did not recognise them, which disturbed him. He told them of his mission and his failure to find the Fremen. Believing that the Sisterhood had sent them to check on his progress, insisting that he just needed more time in which to complete the mission. However, he drank water that had been poisoned by the Prisoner and attempted to tell them how to break the compulsion, but died before he could do so. Gallery Appearances Dune: Awakening References Category:Dune Awakening Awakening A"
91426bab2d56,Rob Sawyer,The Twilight Saga,species: Human | gender: Male,,"Rob Sawyer is a student in Edward Cullen's 6th period Spanish class. His only known involvement in the whole series is thinking, ""Ugh. Creepy,"" about Edward. This was said when Rob saw Edward constantly staring at nothing in particular with a massive grin on his face, and then turn to him. In reality, he was eavesdropping Bella Swan by using telepathy to peek through her classmates' thoughts. It is unknown whether Rob was at graduation or not. Appearances Midnight Sun Category:Minor characters Category:Humans Category:Forks High School students Category:Midnight Sun"
a5ef9afa9a4d,Durin VII,Lord of the Rings,birth: after FO 171,,"Durin VII was the descendant of Thorin III and possibly the last of the House of Durin., Appendix A: ""Annals of the Kings and Rulers"", III: Durin's Folk Biography His birth was prophesied by the Dwarves at the conclusion of the Battle of Five Armies, that in the direct line of Dáin II there will be an heir, but the last of his line., Vol. XII: , XIII: ""Last Writings"" Durin VII traveled from the Lonely Mountain to re-establish Khazad-dûm and root out the Orcs who lived there.The History of Middle-earth, Vol. XII: The Peoples of Middle-earth, IX: ""The Making of Appendix A"" After that, he re-founded the great Dwarf kingdom and his people prospered once more. In adaptations thumb|left|Durin VII in In , Prince Durin is the son of King Thorin III. In the game's story-line other Dwarves have been given that name and yet proved not to be the Father of the Longbeards returned, so a major part of his motivation is to prove whether he truly is or will be Durin VII. At the onset of the War"
fd3cbcc14a41,Khoss of Knylenn,Star Wars,species: Human | gender: Male,,"Khoss of Knylenn was a male Kuati merchant. The Human was running through the lobby of the Kuat Passenger Port when he dropped his bag containing money and a ticket for the Kuat City Express. Bounty hunter Zam Wesell snatched the bag, and knocked Khoss out. Using his ticket, she boarded the ferry en route to Kuat City. When the stewardess aboard the ferry questioned where Khoss was, Wesell replied the he had sudden business to tend to. Once in Kuat City, Wesell used Khoss's money to purchase clothing to help blend into the Kuati culture. Appearances Star Wars Adventures 5: The Shape-Shifter Strikes Slave Ship Category:Humans Category:Kuati Category:Males Category:Merchants"
528863466a98,Cassius Bell,Harry Potter,born: Before 1927 | species: Human | gender: Male,"Bell watched the flames kill two Aurors, then turned calmly toward Grindelwald's ring of fire and, despite having just killed one of Grindelwald's followers himself, descended towards it.","Cassius BellActor Christopher Birks' Spotlight profile - ""Film, Cassius 'Young Auror' Bell, FANTASTIC BEASTS: THE CRIMES OF GRINDELWALD, Warner Bros., David Yates""CV - Actor Christopher Birks' official website was a wizard and Auror who lived in the early 20th century who eventually joined the Dark wizard, Gellert Grindelwald. Biography Early life Cassius Bell was presumably born at some point prior to 1910 and became an Auror at some point after his seventeenth birthday, though it is unclear which wizarding government he served. Global wizarding war In 1927, Cassius Bell was part of the group of Aurors, led by British Auror Theseus Scamander, who attempted to break up a rally held by the Dark wizard Gellert Grindelwald in the Lestrange Mausoleum in the Parisian cemetery Cimetière du Père-Lachaise. Before entering the mausoleum, Scamander ordered his men to go easy on the crowd, reminding them it was not illegal to simply listen to Grindelwald's speech. The group then marched inside,"
4cfdacb335c3,Stephen (saint),Indiana Jones,gender: Male,,Stephen was a saint whose finger bones were said to be contained within the Matide Cross. Sources Indiana Jones and the Last Crusade 1990 Adventure Calendar Notes and references External links Category:Historical figures Category:Saints
bd55f20086c9,Glendon Footly,Game of Thrones,Actor: Adam Brown,,"Lord Glendon Footly was the head of House Footly and Lord of Tumbleton during the Dance of the Dragons. Biography Glendon was one of the Blacks who supported Rhaenyra Targaryen during the civil war. In the books In Fire & Blood, his name is only given as ""Lord Footly,"" though his wife's name ""Sharis"" was given in the text. Because House Tyrell's lord was an infant boy his regent mother declared Highgarden's neutrality in the war, and different Reach vassals picked different sides. The southern half of the Reach had been under the political influence of the Hightowers in Oldtown for centuries, but the more distant vassals in the north resented the Hightowers acting as if they were the rulers of all the Reach when they were officially vassals co-equal to them under the Tyrells. Tumbleton is in the far northeast of the Reach, farther north along the Roseroad from Bitterbridge (ruled by House Caswell, who also declared for Rhaenyra). As the main Hightower army under Lord Ormund and "
445a511d8875,Captain of HMS Dauntless,Pirates of the Caribbean,gender: Male | first: ''The Curse of the Black Pearl'',,"This man was captain of the HMS Dauntless during the time of Governor Weatherby Swann's crossing from England to the Caribbean. The captain and his crew transported Swann and his daughter, Elizabeth, to Port Royal eight years prior to Lieutenant James Norrington's promotion to the rank of Commodore. When the HMS Dauntless happened upon the wreckage of a merchant vessel presumed to be the victim of a pirate attack, the captain had already retired to his quarters and had to be roused by a member of the crew, under orders from Lieutenant Norrington. Eight years later, Norrington had become captain of the Dauntless and the HMS Interceptor. The fate of his unknown predecessor is unknown. Behind the scenes This unidentified captain of the HMS Dauntless was only mentioned by Lieutenant Norrington in the 2003 film Pirates of the Caribbean: The Curse of the Black Pearl, and later in the 2006 German novelization.Fluch der Karibik, p. 16 In Ted Elliott and Terry Rossio's first screenplay draft, "
e60a56889124,Seron Varlin,Dune,portrayed: Piotr Michael,,"Seron Varlin was a swordmaster. Biography Background Seron Varlin trained as a swordmaster in the Ginaz School. He later lost his sight.Dune: Awakening Awakening Varlin was approached by the Prisoner in Harko Village. He warned them to keep their distance, though he was past his prime he could still thrash them. They assured them that they meant him no harm and informed them that he scribed the word ""regret"" into the flesh of several individuals who attempted to toss him into the Deep desert to be eaten by a Sandworm. They asked him to train them in the ways of the Ginaz Swordmasters. Appearances Dune: Awakening References Category:Dune Awakening Awakening Awakening Awakening"
fac05b18d3e8,Whitney,The Twilight Saga,species: Human | gender: Female,,"Whitney is a student at Forks High School who appears in Midnight Sun. She pauses near the Cullens' lunch table and runs her fingers through her short, sandy hair, causing Jasper, whose self-control is already weak, to feel a strong desire for her blood. Alice tells him to think of humans as people, to try and control his thirst, and says that Whitney has a baby sister who she adores and reminds Jasper that her mother invited Esme to her garden party. Physical appearance Whitney is described as a small girl with short, sandy hair. Appearances Midnight Sun ﻿ Category:Minor characters Category:Humans Category:Forks High School students Category:Midnight Sun"
ddd415c4ac25,Meneldor,Lord of the Rings,gender: Male,,"__NOTOC__ Meneldor was a Great Eagle who dwelt at one of the eyries in the northern half of the Misty Mountains. Biography He was a friend and follower of Gwaihir and probably dwelt with him at one of the eyries of the Misty Mountains. He along with Gwaihir and Landroval was one of the Eagles who rescued Frodo and Sam from the slopes of Mount Doom, after the destruction of the One Ring., , Book Six, Chapter IV: ""The Field of Cormallen"" Etymology The first element of Meneldor, menel, means ""heaven"".Parma Eldalamberon, Words, Phrases and Passages in Various Tongues in The Lord of the Rings by J.R.R. Tolkien In adaptations thumb|Meneldor as seen in In , Meneldor and his brother Landroval appear at several points throughout the game. The player first meet them in the Wailing Hills south of Lothlórien where they help the Eagles deal with an infestastion of spiders. After their participation in the Battle of the Morannon, the player meets the Eagles once again when they reach the Ca"
80b807375fef,Unidentified tentacled creature,Star Wars,,,This tentacled creature was a creature of an unknown species kept by Soopan in his shopping mall. It was described has having a bad attitude. The bounty hunter Cad Bane fought this tentacled creature during his raid on the Descent Shopping Mall. Appearances Notes and references Category:Cephalopods Category:Creatures of unspecified diet
b1c3803c70e9,Jenna Jovius,Harry Potter,species: Human | gender: Female,,"Jenna Jovius was a witch who lived at 34 Lippincot Road, in the borough of Chelsea, London in 1927. In that year the British Ministry of Magic wrote a letter addressed to Jovius which was validated by Ministry official D. Dussal. Appearances Notes and references Category:Females Category:Wizards"
97cfb1dd076d,Achilles,Indiana Jones,gender: Male,"Death 
When hostilities resumed, Achilles stood at forefront of the Greek assault. Thus was the premonition of Thetis brought to fruition, as Achilles died from the wound. Ajax, overcome with grief and sorrow at losing both his friend and the spear, killed himself.","Achilles was a legendary figure from Greek mythology, best known as the greatest warrior in Homer's Iliad, which chronicles his role in the Trojan War. Biography Early life Achilles was born as the son of Peleus and Thetis. While Achilles was still a babe, Thetis had a premonition that her son would become a great warrior. Taking him to the banks of the River Styx, she plunged him into its waters, rendering all parts of his body invulnerable, save for his heel, by which she held him. Satisfied with the fruits of her journey, she returned home with the child.Indiana Jones Artifacts A few years later, as Achilles grew, an oracle foretold that he would die beneath the walls of Troy from a wound in his heel, the only vulnerable part of his body. Vowing that her son would never meet such a fate, she entrusted Achilles to the centaur Chiron, who had been responsible for the education of all the great heroes. From Chiron, Achilles learned all that a warrior was expected to know. Once "
0502125e0060,Johnston (Officer),Marvel Cinematic Universe,species: Human | gender: Male | status: Alive,,"Johnston is a high-ranking officer in the United States Army. Biography Deathlok Pitch Meeting with Ian Quinn Johnston joined other high-ranking members of the United States Armed Forces, who were given a tour of the Cybertek Manufacturing Facility by Ian Quinn. Following an explanation of the Project Deathlok Installer and the potential of the Deathlok Soldiers, Williams and the other officers overheard gunfire breaking out. Johnston watched on as Jacobs had demanded an explanation from John Garrett, only to witness Garrett brutally murder Jacobs, resulting in Johnston and the other officers being held captive. However, S.H.I.E.L.D. was soon able to defeat Garrett and Hydra, resulting in Johnston and the other officers being released. Relationships Allies United States Army Williams United States Marine Corps Jacobs † United States Navy Jolnes Enemies Hydra Centipede Project Ian Quinn † John Garrett † Grant Ward † Mike Peterson/Deathlok Gallery References Category:Characters Ca"
7048b0c3c2c5,Li,Alien vs Predator,status: Unknown | species: Human,,"Li was a worker at the Romashka Outpost weapons development site on the Union of Progressive Peoples mining planet Shānmén. Biography Li was one of twenty-four roughnecks at the outpost that reported to Foreperson Ngo, working in the plant and assisting in weapons tests. Li lived in the outpost village. Events on Shānmén After the mutagenic pathogen attack on Shānmén by a Juggernaut-class spaceship, Peréz was one of the surviving outpost workers that were the target of rescue operations conducted by members of the Jackals.EVAC Appearances EVAC References Category:EVAC characters Category:Humans Category:UPP citizens Category:Unknown Fate"
879b1869d3ed,U.S. Air Force Colonel (JSC),James Bond 007,status: Active,,"The U.S. Air Force Colonel was an officer in the 1979 James Bond film Moonraker. The actor who played him remains unknown. Biography The Colonel works alongside Colonel Scott at Johnson Space Center in Houston, Texas. He only appears when Scott talks to General Gogol on the phone. Awards & Decorations Air Force Outstanding Unit Award: This medal indicates that the Colonel current or any former unit performed ""exceptionally meritorious service, accomplishes specific acts of outstanding achievement, excels in combat operations against an armed enemy of the United States, or conducts with distinct military operations involving conflict with, or exposure to, a hostile action by any opposing foreign force"". Air Force Good Conduct Medal: The Colonel achieved this medal while still being an enlisted man during a three-year period of active military service or for a one-year period of service during a time of war. It indicates that Kennedy had character and efficiency ratings of 'excellent"
93b999a14643,Echo (LEGO Jurassic World: Legend of Isla Nublar),Jurassic Park,appearances: LEGO Jurassic World: The Secret Exhibit LEGO Jurassic World: Legend of Isla Nublar | species: Velociraptor | gender: Female | status: Alive | born: 2012,,Category:Named animals Category:Velociraptor Pages Category:LEGO Jurassic World: The Secret Exhibit characters Category:LEGO Jurassic World: Legend of Isla Nublar characters Category:Individual animals
e9514426766e,Emilia Harcourt,DC Extended Universe,species: Human | gender: Female | status: Alive | actor: Jennifer Holland,"During the attack on Royland Goff, Harcourt killed a man, to the dismay of Leota Adebayo. After the death of Ik Nobe Llok as a result of the butterflies expansion, she became the leader of the team leading the Battle at Coverdale Ranch, being severely injured and later treated at the Mount Rouge Health Center, but with her teammates managing to stop the threat. When Task Force X's first strike team headed toward to the coasts of Corto Maltese, Harcourt began gambling with her teammates, where she supported Crawley's idea that Savant would die, adding Weasel, Captain Boomerang, and Mongal as possible killed members.","Emilia Harcourt is a government agent who worked with Amanda Waller and A.R.G.U.S. in order to monitor Task Force X, while also supporting them during the mission of Corto Maltese. With the release of Starro, Harcourt and her team disobeyed Waller to help the squad. In revenge, Harcourt along with Economos were sent to Clemson Murn's team on a mission to save the world from the Butterfly invasion. Harcourt was assigned as a battlefield member, eventually discovering that Murn was a butterfly, promising to keep the secret. By recruiting Peacemaker, Harcourt initially had a contempt for him, and not long after she would be forced to rescue him from the Wild Estates Apartment Complex, helping him escape from the police. During the attack on Royland Goff, Harcourt killed a man, to the dismay of Leota Adebayo. After a while, Harcourt and the team were assigned to complete a massacre in Glan Tai Bottling Company plant, which would end with Harcourt forging a friendship with the 11th Street "
58c2d3cd99d8,Ellis Shepherd,Grey's Anatomy,"born: January 2016; San Diego, California | status: Alive | seasons: *'''GA:''' 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, and 22 *'''S19:''' 6 | portrayed by: Ella Faris & Gracie Faris","History
Conception and Birth
Ellis was likely conceived the day before her father died, as her parents decided to have another baby on that day and then tried and did have one. (""The Sound of Silence"")

Thatcher's Death
When Thatcher died, he left presents for Ellis, Bailey, and Zola in his closet. (""My Happy Ending"")

Shortly after Andrew died, Zola, Bailey, and Ellis had a dance party in the backyard while the grieving adults supervised and tried to figure out how to tell the kids, who had loved Andrew.","Ellis Shepherd is the younger daughter, and youngest child, of Meredith Grey and Derek Shepherd. She has an older sister, Zola, and an older brother, Bailey. History Conception and Birth Ellis was likely conceived the day before her father died, as her parents decided to have another baby on that day and then tried and did have one. After her father's funeral, her mother took her siblings and left Seattle for the duration of her pregnancy, leaving only a note that said, ""The kids and I are safe."" for friends and family. Despite a placental abruption, which caused Meredith to bleed severely when her water broke, Ellis was delivered successfully in San Diego. (""She's Leaving Home"") Return to Seattle Shortly after her birth, her mother and siblings returned to Seattle. (""She's Leaving Home"") Meredith's Attack A few weeks after Meredith was attacked by a patient, Arizona and Alex brought Zola, Bailey, and Ellis in to see her. However, the three of them were too scared by her appearanc"
c6c959955e23,Steve (reporter),Breaking Bad / Better Call Saul,Gender: Male | Status: Alive,,"Steve is a traffic reporter for KCAV News. History Season 1 After the news report about a DEA drug bust of which Agent Hank Schrader was involved with (watched during Walter White's birthday party), the news was handed over to Steve by his colleague, where he proceeded to give a report on the Albuquerque afternoon traffic commute . Trivia Steve's surname was said aloud by the other reporter, but it was heavily obscured by Walt and Hank's conversation. Category:Living Characters Category:Season 1 Characters (Breaking Bad) Category:Unseen Characters"
ee246cecc7c9,Dr. Thomas Gardez,Lost,Status: Alive,,"Dr. Thomas Gardez was a co-worker of Jack's at St. Sebastian Hospital after his return from the Island, and a member of the St. Sebastian Neurosurgery Group. His name is visible on St. Sebastian Neurosurgery Group's list. ru:Доктор Томас Гердез Category:Characters Category:Unseen Characters Category:Medical Personnel Category:Flashforward Characters Category:Jack's flashforward characters Category:Episodic characters Category:Season 4 characters"
8e1bc67b182d,Armorhide TFP,Transformers,status: Unknown | gender: Male | first: Transformers: Exodus,,"{{Quote|An invasion? Of Altihex? And it started here, during this show? Not funny.|Armorhide muses on his last performance.}} All Armorhide''' ever wanted to do was make people laugh. His ability to do so eventually netted him a cushy job as the headlining comedian at the Altihex Casino. Always a crowd-pleaser, he's happy to have a job that allows him to get his fellow robots' minds off the cares of the world.He can't abide hecklers though. Few things scarier than an angry comedian with a rocket launcher. History Transformers: Exodus Armorhide was in the middle of his biggest night; Sentinel Prime himself was in the audience, but the jokes just weren't firing, and the crowd was apprehensive. After all, this was Sentinel Prime in the audience. But as Armorhide was joking about his last joke bombing, Sentinel laughed... and then all hell broke loose as a squad of ""Decepticons"" tore through the outer hull of the orbiting casino, right into the Great Hall where Armorhide was performing.Ar"
d2387f32744c,Tsireya,Avatar,born: 2157 | status: Alive | species: Na'vi | gender: Female | portrayed: Bailey Bass | first: ''Avatar: The Way of Water'' | last: ''Avatar: Fire and Ash'',"Due to Ronal’s death, Tsireya will presumably become the Tsahìk of the Metkayina at some point in the near future. Lo'ak explains that Payakan was driven to rally the young bulls of his pod against the RDA after they murdered his mother, and this is where the deaths associated with him come from. Skirmish at the Three Brothers 
thumb|250px|Tsireya saddened by Ro'a and her son’s death.","Tsireya te Tsika'u Ronal'ite,Avatar: Fire and Ash: The Visual Dictionary, page 43 nicknamed Reya, is the thirteen-year-old Tsakarem of the Metkayina Clan. She is the middle child and eldest daughter of the clan’s Tsahìk and Olo’eyktan, Ronal and Tonowari, as well as the younger sister of Aonung and older sister of Pril. When the Sully family came to the Metkayina in search of uturu, Tonowari assigned Tsireya the task of training the Sully children. She taught them the ways of the clan, including how to freedive. She formed friendships with Neteyam, Kiri, and Tuk, and a very close bond with Lo'ak, whom she additionally taught The Way of Water. When the Sully family were targeted by the Resources Development Administration, she assisted them however she could. She additionally supported Lo’ak in his petition to repeal Payakan’s outcast status. Due to Ronal’s death, Tsireya will presumably become the Tsahìk of the Metkayina at some point in the near future. Biography Early Life Tsireya"
4a81ab1d3183,Hugh DeAngelis,The Sopranos,gender: Male | portrayed by: Tom Aldredge | status: Alive,,"Hugo ""Hugh"" De Angelis, played by Tom Aldredge, is the father of Carmela Soprano and the father-in-law of Tony Soprano. Biography Carmela's father, who is in his mid 70s. Hugh has been married to Mary for over 40 years and is a resident of West Orange, New Jersey. He is a former sailor in the United States Navy and spent time in Nova Scotia during the war. Although now semi-retired, Hugh had worked as a contractor, and he built Tony and Carmela's house. Almost everyone in the Soprano family consider Hugh a classy, old-school gentleman for whom tradition and respect are very important values. He has an affable and kindly manner, but does not hesitate to speak his mind on points of disagreement with family, particularly his wife. Hugh enjoys hunting and playing with Hot Wheels die cast cars with his grandson Anthony Jr. He is a member of the Knights of Columbus as evidenced by the custom-designed cake presented to him at his birthday celebration. He was considered a ""wild man"" in his "
