char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
6a5cbfb77157,Marie Fenring,Dune,birth: 10192 AG | death: 10198 AG | last: Paul of Dune,"Six months later, at a banquet with her visiting parents, the Fenrings executed their well-planned assassination attempt on Paul. Instead of executing the Fenrings, he banished them to permanent exile on Salusa Secundus, to contemplate raising their only daughter as an instrument of death.","Marie Fenring was the daughter of the late na-Baron Feyd-Rautha Harkonnen and Lady Margot Fenring. Marie had Margot's blond hair and features, as well as Feyd's pale blue eyes. History Training, and Time on Tleilax During the Ascension of House Atreides, as Margot was married to the sterile Count Hasimir Fenring, Marie was raised by him and her mother. The Fenrings trained their young child as both an assassin and a Bene Gesserit. The Sisterhood was aware of Marie from her birth, but the Count and the Lady chose to raise her free from their tutelage; although they did accept a sister, Tonia Obregah-Xo, to be Marie's nanny. As her parents had their own plans for Marie to eventually seize the Imperial throne from Paul Atreides, the Fenrings decided that Marie should be exposed to a variety of cultures. One of the first groups Marie was taken to live among were the Bene Tleilax, in one of their main cities of Thalidei. As the crisis of Muad'Dib's Jihad reached fever pitch throughout the "
393c2f2f857b,The Third Wife,The Twilight Saga,died: Around 1412 (sacrifice) | species: Human | gender: Female,"Biography
History
After her son Yaha Uta killed the Cold Man, his mate, the Cold Woman, attacked the village in revenge. Yaha Uta attempted to stop her but was killed, leaving Taha Aki as the only spirit warrior left to defend the tribe. A number of her sons, who were enraged by her death, phased for the first time into wolves.","The Third Wife was an ancient Quileute woman, who was the last wife of Taha Aki, and one of the most legendary people in her tribe known for her sacrifice for the tribe. She is portrayed by Mariel Belanger in the movie adaptation of Eclipse. Biography History After her son Yaha Uta killed the Cold Man, his mate, the Cold Woman, attacked the village in revenge. Yaha Uta attempted to stop her but was killed, leaving Taha Aki as the only spirit warrior left to defend the tribe. The Third Wife could see that he was losing the fight, and couldn't bear to see her husband die. She took one of her younger sons' knives and stabbed herself through the heart. The scent of her blood distracted the Cold Woman long enough for Taha Aki to destroy her. A number of her sons, who were enraged by her death, phased for the first time into wolves. Once the battle was won, Taha Aki lay in his wolf form by the Third Wife's body for three days, then vanished into the forest and was never seen or heard from "
5cd2dced360c,Telaat,Star Wars,"death: 25,805 BBY | gender: Male",,"Telaat was a male Je'daii Temple Master serving the Je'daii Order on Tython at the height of the Infinite Empire's reign. Biography A Force-sensitive male, Telaat was trained in the ways of the Force by the Je'daii Order on the planet Tython, one of nine planets in the Tython system which made up the Settled Worlds. Appointed as a Je'daii Temple Master, the highest ranking members of the Order, Telaat governed the Great Temple of Balance, Akar Kesh throughout the Despot War. During the conflict, Telaat was struck down in 25,805 BBY and Ketu took up his position as steward of the Temple of Balance. Appearances Dawn of the Jedi: The Prisoner of Bogan 1 Notes and references Category:Individuals of unspecified species Category:Je'daii Temple Masters Category:Males Category:Tythans"
27c2f9cb1ff9,Gaidic Lestrange,Harry Potter,born: 1754 | died: 1799 (aged 45) | species: Human | gender: Female,"Gaidic died in 1799 and was laid to rest in the Lestrange family Mausoleum in Père Lachaise Cemetery, Paris, France.","Gaidic Lestrange was a French witch born into the pure-blood Lestrange family in 1754. Gaidic died in 1799 and was laid to rest in the Lestrange family Mausoleum in Père Lachaise Cemetery, Paris, France. Appearances Notes and references es:Gaidic Lestrange fr:Gaïdic Lestrange pl:Gaidic Lestrange Category:1754 births Category:1799 deaths Category:Buried at Père Lachaise Cemetery Category:Females Category:French individuals Gaidic Category:Wizards"
2e9fd7ce9bc0,Franklin Delano Roosevelt,Indiana Jones,"gender: Male | birth: January 30, 1882Hyde Park, New York, USA | death: April 12, 1945Warm Springs, Georgia, USA","Appearances 
 Indiana Jones and the Philosopher's Stone 
 Indiana Jones and the Great Circle 

Sources
The Adventures of Indiana Jones
The World of Indiana Jones
 Indiana Jones and the Emperor's Tomb: 1935 Journal 
The Lost Journal of Indiana Jones
 Grail Diary (prop replica)

Notes and references

External links

Category:Americans
Category:Deceased
Category:Historical figures
Category:Political leaders
Category:Presidents of the United States","Franklin Delano Roosevelt, also known by his initials FDR, was a United States president. During his presidency, Roosevelt served his country by repealing the Prohibition and introducing the New Deal. He then played a vital role in World War II alongside the United Kingdom's Prime Minister Winston Churchill and the Soviet Union's leader Joseph Stalin. Biography Franklin Delano Roosevelt succeeded Herbert Hoover as President of the United States of America in 1933. During his visit in the United States of America Italo Balto met Roosevelt.Indiana Jones and the Philosopher's Stone A Nazi assassin made an attempt on Roosevelt's life for his actions. However, they were only successful in killing a body double.The World of Indiana Jones In February 7, 1945, during the Yalta Conference, Roosevelt met with Winston Churchill and Joseph Stalin to discuss post-war objectives. Roosevelt served in office until he succumbed to illness in 1945 (after which Harry Truman became his successor). Du"
74ed1640900d,Ygritte,Game of Thrones,"Birth: Beyond the Wall | Death: 301 ACCastle Black, the Wall | Appearances: 17 episodes | First: ""The Old Gods and the New"" | Last: ""The Children"" | DeathEp: ""The Watchers on the Wall"" | Actor: Rose Leslie","Ygritte brings Jon to the Lord of Bones, who orders him executed. He also restrains Ygritte to stop her from ""getting [herself] killed"" for her lover's sake. She kills a villager named Guymon.","Ygritte was a woman of the Free Folk who lived north of the Wall. She was a member of Mance Rayder's army and Jon Snow's lover. Biography Background Ygritte was a quick-witted and courageous young spear wife. She had red hair and displayed great skill as an archer. Living north of the Wall, she was well skilled in survival and was staunchly loyal to the cause of Mance Rayder. She valued her status as a free woman, and disparaged those living south of the Wall as 'kneelers', who blindly followed hereditary leaders instead of choosing a king. Ygritte believed that because wildlings and Northerners both claim descent from the First Men, there is no need for them to be fighting, and that only the geographical divide of the Wall separates them. As with other wildlings, Ygritte understood that the real threat lies with the impending invasion of the White Walkers. Game of Thrones: Season 2 thumb|Ygritte is captured by Jon and Qhorin. Ygritte was captured by Jon Snow and Qhorin as the sol"
bb61099cb572,Laura (Grubb) Baggins,Lord of the Rings,birth: TA 2814 (SR 1214) | death: TA 2916 (SR 1316) | gender: Female,"Upon the death of her husband, she became Head of the Family. She died in TA 2916 (SR 1316) and was succeeded by her eldest son, Bungo., Appendix C: Family Trees, Baggins of HobbitonThe Complete Guide to Middle-earth

 References 

Category:Hobbits
Category:Grubbs
Category:Baggins

de:Laura Beutlin
it:Laura Scavari
pl:Laura Baggins
uk:Лавра Грабар","Laura Baggins was a Hobbit of the Shire. Laura was born Laura Grubb of the Grubb family and had one sister Lavender Grubb. Laura was the mother of Bungo Baggins, Bilbo Baggins's father and thus was his grandmother. Biography Laura was born in TA 2814 (SR 1214). Laura was the wife of Mungo Baggins. Besides Bungo, she had four other children, Belba (TA 2856 – TA 2956), Longo (TA 2860 – TA 2950), Linda, and Bingo (TA 2864 – TA 2963). Upon the death of her husband, she became Head of the Family. She died in TA 2916 (SR 1316) and was succeeded by her eldest son, Bungo., Appendix C: Family Trees, Baggins of HobbitonThe Complete Guide to Middle-earth References Category:Hobbits Category:Grubbs Category:Baggins de:Laura Beutlin it:Laura Scavari pl:Laura Baggins uk:Лавра Грабар"
d2fcb8067ad5,Maddox,Pirates of the Caribbean,"gender: Male | died: 1751, HMS ''Monarch'', Devil's Triangle | first: ''Dead Men Tell No Tales'' | last: ''Dead Men Tell No Tales''","When they emerged on deck, Maddox was grabbed by two crewmembers of the Silent Mary and killed. Maddox's death was witnessed by Captain Toms.Pirates of the Caribbean: Dead Men Tell No Tales Novelization, p. Although the scene of Maddox's death was cut from the film, it was shown in the trailer and detailed in the novelization.","Maddox was a Petty Officer in the British Royal Navy, serving aboard the HMS Monarch under Captain Toms during the early 1750s. Biography The Hunt for the Ruddy Rose In 1751, the Monarch, captained by Toms, hunted down the Ruddy Rose, a pirate barque stolen from the Dutch by the fearsome Captain Bonnet, in the Atlantic Ocean. Maddox remained below deck and commanded a group of sailors who were pumping the water out of the bilge. However, the young Henry Turner, upon realizing that they were heading to the Devil's Triangle, ran to warn Captain Toms, ignoring Maddox yelling at him to stop. Henry threw Maddox aside and ran on the main deck. Maddox eventually caught up with Turner, finding him telling the captain that they should avoid entering the Triangle since several ships that entered there would not come out. Toms dismissed Turner's warnings as mere superstition and Maddox said to the captain that the sailor was clearly disturbed. When Turner tried to change the direction by force,"
c9e8f42d87e7,Leto Atreides II the Elder,Dune,birth: 10191 AG | death: 10193 AG,"He was murdered in infancy during a Sardaukar attack on the sietch where he was being hidden. Priests on Rakis, some 1500 years after the God Emperor's death, theorized that Leto II the Elder was reincarnated in the second child by Muad'Dib and that a part of him remained in Heaven, nameless, to assist in the transition after death.","For the adaption equivalent, see Leto Atreides II the Elder/2000 miniseries Leto Atreides II was the first born child of Paul Atreides and his lover (and later concubine) Chani. He was murdered in infancy during a Sardaukar attack on the sietch where he was being hidden. Leto II the Elder is sometimes also referred to simply as Leto II, and at times Leto II the God Emperor/Tyrant (the twin of Ghanima Atreides) is referred to as Leto III. Priests on Rakis, some 1500 years after the God Emperor's death, theorized that Leto II the Elder was reincarnated in the second child by Muad'Dib and that a part of him remained in Heaven, nameless, to assist in the transition after death. Behind the Scenes Leto II the Elder is omitted from the 1984 Dune film, as well as the 2021 and 2024 films. His portrayal in the 2000 Dune miniseries is largely the same as in the book. Appearances Dune Heretics of Dune References Atreides Leto II the Elder Atreides Leto II the Elder ru:Лето III Атрейде"
e8bcac6ec35e,Edward Masen,The Twilight Saga,died: 1918 (died of Spanish influenza) | species: Human | gender: Male,"He and his family lived in Chicago, Illinois in the early 1900s until he and his wife died of Spanish influenza. Edward died in the first wave of Spanish influenza in 1918. His wife later died in the second wave and his son was changed into a vampire by Carlisle Cullen.","Edward Anthony Masen was Edward Cullen's biological father. He was married to Elizabeth Masen. He and his family lived in Chicago, Illinois in the early 1900s until he and his wife died of Spanish influenza. Biography Edward was born in the late 19th century and grew to become a very successful lawyer living in Chicago. He married a woman named Elizabeth and fathered a son, Edward Jr. His job made the family moderately wealthy, and his son was given a proper education. However, Edward was also physically and emotionally distant from his son. Edward died in the first wave of Spanish influenza in 1918. His wife later died in the second wave and his son was changed into a vampire by Carlisle Cullen. Though not biologically related, Edward shared a father-son relationship with Carlisle in a way he never related to his birth father. He was mentioned in Breaking Dawn when Bella stated that she wanted to name the baby, if a boy, Edward, giving that both its father and paternal biological g"
db30675dc286,Kren Blista-Vanee,Star Wars,"death: 4 ABY, DS-2 Death Star II Mobile Battle Station, Endor system | species: Human | gender: Male","Blista-Vanee was later among the Ruling Council members who accompanied Palpatine to the second Death Star, and perished alongside the five other dignitaries on board when it was destroyed.","Kren Blista-Vanee was a male human who served as an advisor on the Imperial Ruling Council to Emperor Sheev Palpatine during the reign of the Galactic Empire. In 14 BBY,Star Wars: Timelines dates the events of Tarkin to 14 BBY. Blista-Vanee was a relative newcomer to the Ruling Council, but proved himself useful in blazing hyperspace routes into the star systems of the galaxy's Deep Core. Along with fellow advisors Mas Amedda, Ars Dangor and Janus Greejatus, he attended a meeting between members of the council and representatives of the Empire's several intelligence agencies concerning the theft of the corvette Carrion Spike from Moff Wilhuff Tarkin by a rebel cell and its subsequent use to attack Imperial facilities. During the meeting Palpatine looked to Blista-Vanee to give details on a number of Interdictor vessels from the Deep Core Security Zone that Tarkin hoped to use to capture the stolen corvette. Blista-Vanee was later among the Ruling Council members who accompanied Palpati"
ac705fc21f82,Deek and Tobbs's first master,Harry Potter,died: Before 1890 | species: Human | gender: Male,"He died prior to 1890, after which Deek was sent to Hogwarts School of Witchcraft and Wizardry to serve there, while Tobbs was given to a second master. Appearances
 

Notes and references

fr:Premier maître de Cheek et Tobbs
ru:Первый хозяин Деека и Тоббса
Category:Deceased individuals
Category:Males
Category:Poachers
Category:Unidentified individuals
Category:Wizards","This individual was a wizard and a poacher who owned at least two house-elves, Deek and Tobbs. Biography As a poacher, he had done ""horrible things"" to magic beasts. Working with them was what Deek hated deeply. He died prior to 1890, after which Deek was sent to Hogwarts School of Witchcraft and Wizardry to serve there, while Tobbs was given to a second master. His master's cruelty towards creatures would later influence Deek, who tried to help creatures wherever he could as penance. After helping a student rescue a phoenix from poachers, Deek considered himself absolved of the crimes his master had done. Appearances Notes and references fr:Premier maître de Cheek et Tobbs ru:Первый хозяин Деека и Тоббса Category:Deceased individuals Category:Males Category:Poachers Category:Unidentified individuals Category:Wizards"
77227eaea4dd,Grail Knight,Indiana Jones,"gender: Male | birth: c. 1066 | death: 1938Temple of the Sun, Canyon of the Crescent Moon, Hatay","Donovan demanded that the Knight reveal which was the true Holy Grail, but the Knight refused to do so, warning that they must choose on their own as a final test and that the wrong cup would mean death.","The Grail Knight or Guardian of the Holy Grail was the brother of Sir Richard and another knight who all served in the First Crusade. They discovered the Holy Grail and pledged to protect it. Considered the wisest and bravest of the three, the knight took responsibility as guardian of the Cup of Jesus Christ for hundreds of years. Biography Early life The man who would become the Grail Knight was estimated by Indiana Jones to have been born in 1066, around the time of the Battle of Hastings. He was the elder of three brothers,Top Trumps Specials: Indiana Jones one named Richard and an unidentified one. Protector of the Cup of Christ In the late 11th century,The Grail Knight was a knight of the First Crusade (1095-1099). this man and his brothers became Knights of the First Crusade. The First Crusade was proclaimed to the man and his brothers by Pope Urban II at the Council of Clermont in 1095.Indiana Jones and the Last Crusade novel During their journeys in the Holy Land, they "
de777fec9339,Shae,Game of Thrones,"Birth: Lorath | Death: 301 ACTower of the Hand, King's Landing | Appearances: 20 episodes | First: ""Baelor"" | Last: ""The Children"" | DeathEp: ""The Children"" | Actor: Sibel Kekilli","Sansa is still mourning her mother and brother, who were murdered at the Red Wedding. thumb|Shae is murdered by Tyrion
Later on, after Tyrion is broken free by Jaime Lannister, he stops and goes to the tower of the hand with the intent of confronting his father, only to discover Shae is lying in his bed wearing the golden chains Tyrion gifted to her. Upon realising that Shae intends to kill him, Tyrion retaliates by grabbing the chain and strangling her to death with it.","Shae was a prostitute and Tyrion Lannister's mistress. She was also Sansa Stark's former handmaiden during her time in King's Landing. Biography Background Shae is a young woman of mystery, as she won't divulge her true origins. She has a Lorathi accent and is obviously not native to Westeros: she says she arrived there ten years ago. She is first encountered as a camp-follower with the Lannister army in the Riverlands. She has dreams of wealth and power, despite her low social status as a kept woman.HBO viewers guide, season 2 guide to houses, House Baratheon of King's Landing - Shae entry She hails from the Free City of Lorath. At unspecified points in the past, Shae has been to Dorne and Volantis, and supposedly worked as a handmaiden for a Lady Zuriff. Game of Thrones: Season 1 thumb|Shae is introduced to Tyrion. Shae is a camp-follower whom Bronn, a sellsword in the service of Tyrion, finds as Tyrion requests. She is attached to a ginger-haired Knight, but Bronn ""persuades"" him"
24062aaf8a64,Halmir,Lord of the Rings,birth: Late First Age ? | death: Late First Age ? | gender: Male,"However, Halmir died before he could lead his people to the war, and the lordship of the House of Haleth passed to Haldir, who fought in his father's stead.The Silmarillion, Quenta Silmarillion, Chapter XX: ""Of the Fifth Battle: Nirnaeth Arnoediad""

 References 

Category:Haladin
Category:Men of Brethil
Category:The Silmarillion characters
Category:Chieftains of the Haladin
Category:Lords of Brethil

de:Halmir
it:Halmir
pl:Halmir
ru:Халмир","Halmir was an Edain Man of Brethil during the First Age. Biography Halmir was the son of Haldan, and was a Chieftain of the Haladin. He was among the most famed of the Haladin, and a strong chieftain of his people. His sons were Haldir and Hundar; his daughters were Hareth and Hiril. Haldir and Hareth married into the House of Hador. left|thumb|""Ambush of the Orc-Host"", by Ted Nasmith While Halmir led the Haladin, the Forest of Brethil was largely unscathed by the forces of Morgoth. He led the Woodmen north to join the fight against Thangorodrim, and he was recognized with honor by the Elves. When large numbers of Orcs began to appear, Halmir sent for the aid of Elu Thingol of Doriath. To Halmir was sent a host of the Sindar under Beleg Cúthalion, and the combined force of the Woodmen and Sindar ambushed and destroyed an orc-legion in the depths of the forest; in this way Halmir won renown.The Silmarillion, Quenta Silmarillion, Chapter XVIII: ""Of the Ruin of Beleriand and the Fall "
639e1398b420,Blackbeard,Pirates of the Caribbean,"gender: Male | born: Late seventeenth century, Bristol | died: 1750, Fountain of Youth | first: ''On Stranger Tides'' | last: ''On Stranger Tides''","Originally an Englishman who began his career as one of the many privateers dispensed by King George to raid enemy ships during war, it wasn't until he struck out as a free agent that his true legend was born, notably by his legendary death in hand-to-hand combat with British naval officer Lieutenant Robert Maynard. Blackbeard was known to be incredibly cruel to his own crew, more so than the people he held captive, and occasionally murdered men just so they could remember who he was. He resurrected some of the men he killed into obedient zombie officers.","Edward Teach, better known as Blackbeard, was a notorious pirate who operated in the West Indies throughout the Golden Age of Piracy. The blackest soul and the darkest heart of any pirate who ever lived, striking fear into the bravest of sailors, Blackbeard was a name uttered in terror by all who sail the sea, or any unfortunate enough to encounter him on dry land. Blackbeard's many exploits became the stuff of various myths and legends of pirate lore by the 1750s. Originally an Englishman who began his career as one of the many privateers dispensed by King George to raid enemy ships during war, it wasn't until he struck out as a free agent that his true legend was born, notably by his legendary death in hand-to-hand combat with British naval officer Lieutenant Robert Maynard. He became a renowned pirate, his cognomen derived from his thick black beard and fearsome appearance. His best known vessel was his flagship, the Queen Anne's Revenge, a fearsome frigate festooned with the bones"
