char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
143b6c989e91,Lamina,The Hunger Games,gender: Female,"She died on the third day of the Games and finished in 10th place of the 24 tributes (though only 15 tributes made it to the start of Day 1 of these Games). She was preceded in death by Jessup Diggs, the male tribute from District 12, and succeeded by Tanner, the District 10 male. Here is where the District 2 male tribute, Marcus, was left hanging near death after being strung up pre-games by the Capitol Peacekeepers.","Lamina was the female tribute reaped from District 7 during the 10th Hunger Games. She died on the third day of the Games and finished in 10th place of the 24 tributes (though only 15 tributes made it to the start of Day 1 of these Games). She was one of the few tributes to not be in a known direct alliance with their fellow reaped district partner (in her case, Treech). She was preceded in death by Jessup Diggs, the male tribute from District 12, and succeeded by Tanner, the District 10 male. Her mentor was Pliny Harrington, nicknamed Pup. Biography alt=Lamina crying at the reaping.|left|thumb|Lamina crying at the reaping. Lamina grew up in District 7, likely becoming familiar with how to effectively use an ax, and became her district's female tribute in the reaping for the 10th Hunger Games.The Ballad of Songbirds and Snakes, Chapter 7 Along with the other tributes, Lamina was taken to the Capitol in the back of a cattle car train. From there, she was dumped into the monkey house at"
4f40ab60e311,Regina,Lost,Actor: Zoë Bell | Death: 26 December 2004 | First: ''(voice)'' | Status: Deceased,"Post-death
Gault referenced her death when warning Keamy that he may be suffering from the same sickness. Regina, along with Minkowski, were only heard over the phone for three episodes, then died mysteriously in their first actual episode appearances. ar:ريجينا
de:Regina
es:Regina
fr:Regina
it:Regina
pl:Regina
pt:Regina
ru:Регина
zh:Regina
Category:Season 4 characters
Category:Deceased Characters
Category:Freighter","Regina was a crew member aboard the Kahana. On the freighter Days 92–96 (Season 4) On the Kahana, Regina was only seen to be working as a communications officer, though it is unknown whether this was her primary job on the freighter. She likely took over the job when George Minkowski became ill as a result of being unstuck in time, becoming unfit for such a demanding job. Regina shared a satellite phone conversation with Miles when he demanded to talk to Minkowski, but Regina explained that he could not come to the phone, becoming more and more firm as Miles made the urgency of the situation clear. She later spoke with Daniel on the phone to assist him with an experiment. After Daniel set up a beacon on the Island, Regina launched a ""payload"" from the freighter, and counted down its distance from the Island. She (like Daniel) found it ""weird"" that the payload had not arrived as the freighter's indicators had shown. She later answered the emergency line when Charlotte called, and "
f44f36b1262b,Joshua,Supernatural,status: Deceased | actor: Roger Aaron Brown Paul Barton,He is eventually killed by the Prince of Hell Dagon. thumb|left|Joshua is killed by Dagon. His death is then avenged when Castiel kills Dagon.,"Joshua was an angel who resided in Heaven. He is the only angel that God communicated with after he left Heaven.Dark Side of the MoonGame Night However, when talking to Sam and Dean, he corrects them and states that God usually does all the talking and he merely listens. After the conception of Lucifer's son, Joshua led angels to deal with the situation. He is eventually killed by the Prince of Hell Dagon. History Season 5 thumb|250px|left|Joshua stops Zachariah from torturing the Winchester brothers. Castiel tells the Winchester brothers that since they're in Heaven, they need to take advantage of this and speak with Joshua. Castiel continues saying that they can find Joshua in Heaven's Garden. After Dean and Sam are captured and are about to be tortured by Zachariah, Joshua intervenes. Joshua tells Zachariah that he needs to speak with the Winchesters and that he must insist on this. Zachariah tells Joshua that he doesn't get to insist anything, but he replies that the Boss does and"
f5ef7843769e,Marcia,Spartacus,"first: S2E05: Libertus | last: S2E07: Sacramentum | status: Deceased (Crucified by Ashur's Group, on Ashur's orders) | actor: Delaney Tabron","Gannicus was very saddened by her death, which was one of the factors in pushing him to become a rebel. Marcia is a Pristess of Vesta and was executed for prostutiution. I'm a whore, not a fool!""
Category:Female
Category:Prostitute
Category:Deceased
Category:Crucified
Category:Hispanic
Category:Slave
Category:Characters killed by Ashur
Category:Lovers
Category:Lover of Gannicus
Category:Supporting Character
Category:Tortured
Category:Executed","is a prostitute in a brothel in Capua. Appearance Marcia is a slave and prostitute serving in Capua. She is thin and has long curly black hair. Personality Marcia is kind and understands her place as a slave. Despite this, she has a secret longing for freedom and believes that perhaps the cause by Spartacus may be the better choice in life. Following her meeting with Gannicus, she sleeps with him, and they discussed the rebellion. Vengeance Marcia is the woman Gannicus sleeps with the night before he is to execute his fellow gladiators. After they are done, Marcia asks if she can share drink, which Gannicus pours, and asks him why he is in town. He explains that he comes for the games and, having never been, she says that she wishes she could have gone. Gannicus remarks that he wish that they could trade places, with her on the sands and him sleeping with women until the gods take him. Marcia then realizes who he is and is amazed, as she never met a slave who actually earned freedom. "
dd59ce86f497,Luann Delaney,Sons of Anarchy,status: Deceased | cause of death: Beaten to death by Georgie Caruso's men | portrayed by: Dendrie Taylor | appearances: 11 Episodes (see below),"At the time of her death, she was partnering with the club in the porn business, had expensive breast implants and drove a newer corvette with vanity plates. Luann Delaney is found beaten to death at the end of the season 2 episode ""Potlatch."" She was killed by Georgie Caruso's men, in order to attain her actors and steal her business. By season 4, Lincoln Potter ADA, informed Otto that Bobby was having sex with Luann, and showed him the DNA results of semen found on Luann's panties at the time of her death.","Luann Delaney was the wife of Otto ""Big Otto"" Delaney on the FX original series Sons of Anarchy. Played by American actress Dendrie Taylor, Luann makes her debut in the series' premiere episode, , in season one. Playing a recurring role through the same and subsequent season. Luann meets her demise in the episode . Biography Background Luann is around the same age as Gemma Teller-Morrow. She met Gemma not long after she left home and moved to Charming, California. She was maid of honour at Gemma and John “JT” Teller's wedding in 1978. She was involved in the porn industry and made her name doing kinkier sex than most other actresses. She soon met Otto Delaney, a member of JT's motorcycle club, the Sons of Anarchy Motorcycle Club, Redwood Original charter. The pair fell in love and eventually married. Otto used his own money to set Luann up with her own pornography studio, Cara Cara, not wanting her to have to be an actress anymore. She is loyal to the club, but skims money from thei"
3f76e683d98f,Renzo Sandoval,Dexter,actor: '''None''' | seasons: '''Season Two''' | status: '''Deceased''' | gender: '''Male''',"He was killed by Dexter Morgan prior to the series, and is one of the Bay Harbor Butcher 18. Related Pages 
 Bay Harbor Butcher 18
 Bay Harbor Butcher Case
 Underwater Graveyard

Category:Deceased
Category:Characters
Category:Season 2 characters
Category:Unseen Characters
Category:Minor Characters
Category:Bay Harbor Butcher 18
Category:Murderers
Category:Killed by Dexter
Category:Killed at close range
Category:Blood Slide Box 1
Category:Unseen Deaths
Category:Murder Victims
Category:Indexter","Renzo Sandoval is a character in Season Two of the Showtime series DEXTER. He was killed by Dexter Morgan prior to the series, and is one of the Bay Harbor Butcher 18. His dismembered body is recovered from the water off the coast of Miami along with seventeen others, and brought into an air-conditioned field morgue for examination. Detective Chavez is assigned to Sandoval - Victim Number 10. Description He is a Hispanic man in his 40s Summary ""See-Through"" Sandoval is identified via a whiteboard in the background. He was convicted of murder in 1982. Related Pages Bay Harbor Butcher 18 Bay Harbor Butcher Case Underwater Graveyard Category:Deceased Category:Characters Category:Season 2 characters Category:Unseen Characters Category:Minor Characters Category:Bay Harbor Butcher 18 Category:Murderers Category:Killed by Dexter Category:Killed at close range Category:Blood Slide Box 1 Category:Unseen Deaths Category:Murder Victims Category:Indexter"
604f3db04ba7,Gael,The 100,gender: Male | status: Deceased | cause of death: Killed during the Final Conclave | seasons: Four,"He was a war chief for Ingranronakru, and he fought for his clan in the Final Conclave, but died in battle. He was the first one to be die after being killed by Roan. Gallery 

 See Also 

 Reference 

Category:Minor Characters
Category:Male Characters
Category:Characters
Category:Deceased
Category:Grounders","Gael was a minor character in the fourth season. He was portrayed by Andre Tricoteux and debuted in DNR. He was a war chief for Ingranronakru, and he fought for his clan in the Final Conclave, but died in battle. Early Life Gael was an original inhabitant of Earth. He was a member of Ingranronakru clan and at one point became their war chief. Throughout the Series In DNR, he attended a meeting with Indra, Roan, Clarke, Rhanda, Guara, and three other war chiefs inside the Second Dawn Bunker. In Die All, Die Merrily, he chose to be his clan's champion in the Final Conclave. He was the first one to be die after being killed by Roan. Physical Appearance He was a big tall man with the tattoo of his clan's symbol on his forehead to his nose. He had scars on his face.https://www.imdb.com/name/nm4244968/mediaviewer/rm671248128?ref_=nmmi_mi_all_pbl_4 Appearances Notes and Trivia He is first credited as ""War Chief #3"" in DNR. Gallery See Also Reference Category:Minor C"
45b7ad0f8de9,Helgi,Vikings,actor: Jack McEvoy | status: *Deceased | seasons: Season 5 | first: ''The Message'' | last: ''The Most Terrible Thing'',"When Thorunn was murdered, he and his family were exiled from Flokalundur. Category:Characters
Category:Season 5 Characters
Category:Male Characters
Category:Icelandic Settlers
Category:Deceased Characters
Category:Vikings
Category:Killed by Vikings
Category:Killed by Kjetill
Category:Norwegian","Helgi ""the Lean"" Eyvindsson was one of Eyvind's sons and a young Viking settler who joined Floki in the effort to settling on new land. Biography Season 5 Helgi was married to Thorunn, and was expecting a child. Unlike the rest of his family, he doesn't berate Floki or the settlers building upon his vision. When Thorunn was murdered, he and his family were exiled from Flokalundur. He eventually returned and begged Floki to help his family. He proclaimed that his family became ill in the winter. He contracted severe frostbite and had to have one of his fingers removed. Helgi leads Floki, Kjetill, Frodi, and Kjetill's farmhands in good faith to Eyvind's hut. However Helgi is knocked unconscious by the farmhands while Kjetill and Frodi kill Rafarta, Asbjorn, and Jorunn. Eyvind and Helgi are put out in the rain over night. In the morning, Kjetill beheads Eyvind. And despite Floki's plea for mercy, Kjetill and Frodi kill Helgi as well. In History Helgi is based on the historical fig"
b894be145009,Ro'a,Avatar,died: 2170 | status: Deceased | species: Tulkun | gender: Female | first: ''Avatar: The Way of Water'' | last: ''Avatar: The Way of Water'',"Memorable Quotes

Gallery

Appearances
 Title Format Release date Details Avatar: The Way of Water Film December 16, 2022 Seen

ru:Ро’а
pl:Ro'a
fr:Ro'a

Category:Avatar: The Way of Water Characters
Category:Tulkun
Category:Individual Creatures
Category:Deceased","Ro'a was a female tulkun and the spirit sister of Ronal, the tsahìk of the Metkayina clan. According to Ronal, she was the most renowned composer of songs in her pod. Biography Avatar: The Way of Water Ro'a returns from her migration with her pod, arriving at Awa'atlu. There, she greets her spirit sister, Ronal, and they both exchange memories of the past few months. Ro'a had given birth to her son, and Ronal's pregnancy had progressed. They both express their happiness for each other. Soon after, Ro'a becomes a target of Cet-Ops at the order of Recom Quaritch, who believes a Tulkun hunt will pressure Jake Sully to fight back against the RDA and thus reveal where he is hiding. Lead by Mick Scoresby, they separate Ro'a from her pod, slaughter her, and bring her corpse onboard the SeaDragon to extract amrita from her brain. They then deliberately dump her corpse back into the ocean in hopes of pressuring Jake into coming out of hiding. The corpses of Ro'a and her son are later disco"
090bc62d1444,Yolanda,Breaking Bad / Better Call Saul,Portrayed by: Emma McCoslin | Status: Deceased | Causeofdeath: Shot dead by Gus' assassins,"Season 6
When tying up Jimmy, Lalo mentioned the people he cared about were killed by mercenaries hired by Gus, including Yolanda. Appearances
 Better Call Saul

Category:Deceased Characters
Category:Better Call Saul Exclusive Characters
Category:Members of The Cartel
Category:One-Off Characters
Category:Murder Victims
Category:Salamanca Organization
Category:Criminals","Yolanda is an associate of the Salamanca family, working as a cook on Lalo's hacienda. History Better Call Saul Season 5 Yolanda welcomes Lalo back along with the rest of the hacienda staff. After Nacho allows the assassins hired by Gustavo Fring to kill Lalo to break into his hacienda, Lalo finds her lifeless body, shot in the chest. Season 6 When tying up Jimmy, Lalo mentioned the people he cared about were killed by mercenaries hired by Gus, including Yolanda. Appearances Better Call Saul Category:Deceased Characters Category:Better Call Saul Exclusive Characters Category:Members of The Cartel Category:One-Off Characters Category:Murder Victims Category:Salamanca Organization Category:Criminals"
43589c4de246,Elmer Borst,Boardwalk Empire,Actor: Wade Mylius | Death: Shot by Agent Warren Knox,"thumb|220x220px|Elmer's death. He expects to pay $50 per case, the price he had agreed with Mickey's recently deceased partner Manny Horvitz. Relationships
Mickey Doyle: Liquor supplier (deceased)
Manny Horvitz: Former bootlegging supplier (deceased).","thumb|220x220px|Elmer's death. Elmer Borst, played by co-star Wade Mylius, is a minor character in the third season episode ""Bone for Tuna"". He buys liquor from Mickey Doyle. Biography Background Elmer is a farmer and bootlegger in rural New Jersey. Season 3 Elmer buys a shipment of 50 cases of liquor from Mickey Doyle. He expects to pay $50 per case, the price he had agreed with Mickey's recently deceased partner Manny Horvitz. Mickey publicly pretends that he was responsible for Manny's murder of in order to intimidate Elmer into paying $60 a case. Elmer hands over the additional $800 without argument. Relationships Mickey Doyle: Liquor supplier (deceased) Manny Horvitz: Former bootlegging supplier (deceased). Stan Sawick: Prohibition Agent, murder victim (deceased). James Tolliver: Murderer (deceased) Wife Memorable Quotes Appearances Category: Bootleggers Category: New Jersey Category: Season 3 Category:Deceased"
