char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
0a9dc44e8b6b,Hanscum Family,Supernatural,species: Humans,"Donna Hanscum (The Trap) - Alternate future version of Donna, killed when monsters took over the Earth and erased from existence due to timeline change.","The Hanscum family is a group of individuals related by blood, surrogate relationships and legal wise, with backgrounds in monster hunting and law enforcement. Relations Immediate Donna Hanscum - The sheriff of Stillwater and hunter ally of the Winchesters. She learned of the supernatural world through her counter with Phistaco. Donna Hanscum (The Trap) - Alternate future version of Donna, killed when monsters took over the Earth and erased from existence due to timeline change. Donna Hanscum (reverse universe) Alternate universe Donna, who met Sam and Dean early on in their hunting career. Donna Hanscum (Apocalypse World) - Alternate universe Donna, her birth up to the point before meeting Sam and Dean is identical to main universe Donna. Unnamed parent - The father or mother and guardian of Donna, and the brother/sister of Uncle Wally. Unnamed sibling - The brother or sister of Donna (Main universe), father/mother of Donna's niece Wendy, and son or daughter of parent. D"
b74d40ae3bbf,Iphigenia Moss,The Hunger Games,gender: Female,"Clemensia Dovecote told Coriolanus Snow that this was Iphigenia's revenge on her father, but did not provide any further details.The Ballad of Songbirds and Snakes, Chapter 16

When Sol emerged in the arena, Iphigenia began to send every bit of food she could, but her tribute was killed by a trident to the throat from Coral, the female tribute from District 4. After he hunted one of 's sacred stags, the goddess prevented the troops from reaching Troy unless King Agamemnon killed Iphigenia as a human sacrifice to the gods.","Iphigenia Moss was a female resident of the Capitol and a student of the Academy. She was one of 24 top-performing seniors at the Academy selected to be a mentor for the 10th Hunger Games. She was assigned the female tribute from District 5, Sol.The Ballad of Songbirds and Snakes, Chapter 7 Biography Her father oversaw the Agriculture Department, which controlled the flow of food around Panem. She was considered ""forgettable,"" and despite her father's job, always seemed to be on the verge of malnutrition. She gave her school lunches to classmates and even blacked out on occasion. Clemensia Dovecote told Coriolanus Snow that this was Iphigenia's revenge on her father, but did not provide any further details.The Ballad of Songbirds and Snakes, Chapter 16 When Sol emerged in the arena, Iphigenia began to send every bit of food she could, but her tribute was killed by a trident to the throat from Coral, the female tribute from District 4. Afterwards, she spoke briefly with Lepidus Malmse"
6b9e42e99cc6,Iris West (Flashpoint),DC Extended Universe,species: Human | gender: Female | status: Erased from Existence | actor: Kiersey Clemons (CGI),,"Iris West was a classmate of Barry Allen whom she arranged a date with. Biography Date with Barry Allen In 2013, Iris West was set to go on a date with her economics classmate, Bartholomew Allen, who rushed to get ready until he was visited by a future version of himself, telling him about his upcoming date with Iris, but when it started to rain, Barry became frustrated at having to cancel the date with Iris. Relationships Allies Barry Allen † - Classmate and date References External Links Category:The Flash Characters Category:Humans Category:Students Category:Mentioned Only Characters Category:Females"
99139985df32,Nikki Wald,Dexter,gender: '''Female''' | status: '''Incarcerated''' | actor: '''Alicia Lagano''' | seasons: '''Season Four''',"She and her boyfriend, Johnny Rose, were responsible for a series of robberies and two murders, thus dubbed the ""Vacation Murderers."" Nikki also killed Johnny.","Nikki Wald is a character in Season Four of the Showtime series DEXTER. She and her boyfriend, Johnny Rose, were responsible for a series of robberies and two murders, thus dubbed the ""Vacation Murderers."" Nikki also killed Johnny. Description Nikki is a young woman with long, brown wavy hair. She wears a sleeveless yellowish green top underneath an unzipped, pink long-sleeve jacket atop a set of short blue jeans with what appears to be brown shoes. Personality She is an unstable individual who can react violently, due in part to her meth addiction. This is apparent when she learns about Johnny's syphilis and multiple partners, and ends up killing him. After he's dead, Nikki hallucinates that she is still in the hotel with Johnny, and continues to angrily talk to his dead body. History Nikki first met Johnny Rose in high school and they began a shoplifting spree (before the fourth season). They were eventually caught and she testified against him for a reduced sentence. Later, John"
657c8a524ac5,Settlers,Westworld,"species: Host | gender: Male and Female characters | actor: Various | seasons: Season One, Season Two",,"The settlers of Westworld are hosts who portray the civilian settlers of the Wild West, and are the broadest faction of the Westworld park. Description They include the people of the four main towns (Sweetwater, Las Mudas, Pariah, Escalante), settlers on family farms and ranches, prospectors and outdoor workers, shopkeepers, business owners and staff, and local law enforcement. Outwardly, the hosts of this faction show a wide range of various ethnic ancestries and occupational backgrounds. Aside from consisting of roughly even numbers of male and female characters, the Settlers seem to be the only faction other than the Ghost Nation to include child characters. As civilian characters, most of these hosts are unarmed, or at most armed with small personal defence handguns (e.g. revolvers among some townsmen, Maeve's derringer). The most heavily armed settler characters are those working for law enforcement, such as sheriffs (e.g. Pickett, Reed), their deputies (Rogers, Roe), posse "
a1556be8c428,Cisco Renaldo,Fast & Furious,gender: Male | actor: Jorge Diaz,"The five men used Skeleton Key for their own benefit, but not trusting one of them to possess it, built the vault and the five keys to lock the weapon away, and killed Shashi's parents to keep secret the existence of Skeleton Key. thumb|250px|left|Tony rejects Shashi's invitation
Now in possession of the Skeleton Key helmet, Shashi announces that he would build a new world and destroy the fortunes of those five men, and that he would go after one of them, Cleve Kelso, as he was the one who murdered his parents. San Rafaela was pure, and kind to everyone; but she was killed when assassins killed her father, as she was caught in the crossfire.","Cisco Renaldo is a mechanic and a member of Tony Toretto's Crew who is described as the muscle and the sweetheart. History Season 1 ""Born a Toretto"" In Los Angeles, Cisco is hanging out with friends Echo and Frostee Benson when they notice Tony Toretto driving up to them in a muscle car. Tony informs them that the car is a ten-second car and that he is about to beat the record his cousin Dominic Toretto set on that very street, and by doing so becoming the next greatest street racer. His friends remind Tony that he has said the same thing in the past, only to not succeed. A car then pulls up, driven by a street racer named Mitch, who is interested in Echo, although she does not reciprocate. Mitch has added rockets to the back of his car, but despite this, Tony believes he can beat him, clarifying that according to Dom, the type of driver mattered more than the type of car. Tony proposes they have a street race, with the loser washing the other's car. The race ends with Mitch winning"
f32e05caa1f2,Parks Supervisor,Breaking Bad / Better Call Saul,Portrayed by: Frank Deal | Gender: Male,,"The Parks Supervisor supervises community service at Albuquerque. History Season 3 The supervisor picks up the community service convicts and takes them in a van under a highway overpass to pick up litter. At the end of the half day, Jimmy finds that his supervisor only logged thirty minutes out of his four hour shift; the supervisor cites Jimmy's prohibited use of his phone. Jimmy tries to argue the point, but doesn't find support from the others in his group. A member of the work group, Freddy, asks the supervisor if he can take time off to visit his sick daughter in the hospital. The supervisor authorizes him to leave but warns him that he will not be credited with the hours he has worked. Freddy accepts the deal proposend by Jimmy: for $700, Jimmy will make sure that Freddy can leave without losing his hours. Jimmy then lies on the ground to rest his back and the supervisor immediately reappears. Jimmy threatens file a lawsuit against him for various, detailed reasons if he refu"
d264a9771bd1,Vik,The Boys,species: Human | gender: Male | actor: Kumail Nanjiani,,"is a character in the animated anthology series, The Boys Presents: Diabolical and Season 3 of The Boys. The Boys Presents: Diabolical In ""Boyd in 3D"", Vik is a celebrity Vought scientist who gives Boyd Dune a sample of his ""Envision"" cream to make himself better looking. Gallery Photos Videos References Category:Male Characters Category:The Boys Presents: Diabolical Characters fr:Vik Category:Vought International Employees"
f3a1ceae6500,Doug Robert,Mission: Impossible,gender: Male,,"Dr. Douglas ""Doug"" Robert, also believed to have been named Dr. Douglas Robert Lang, was a doctor and an Impossible Missions Force agent. Personality Doug had great confidence in his own skills and his professional ethics. He became the only field agent ever to win an argument with James Phelps (Peter Graves). In the ""declassified mission"" ""The Rebel,"" Phelps had sustained a severe bullet wound in one arm. Doug refused to let it go untreated, despite Phelps's insistence that other things took precedence. In the end, Phelps sat down and allowed Doug to work, receiving only a glare in return when he urged the physician to hurry it up. Even in his short on-screen time with the IMF, for unknown reasons, Doug repeatedly used aliases with the surname ""Lang."" Abilities Jim would call upon Doug for missions that required administering medical treatment to field agents or safely incapacitating targets. In Doug's final appearance, ""Encore,"" Doug anesthetized elderly mobster Thomas Kroll (Wil"
a56dd6a1f80f,Leof,Vikings,actor: Brendan McCormack | seasons: Season 6 | first: ''It's Only Magic'' | last: ''The Last Act'',,Leof is a soldier in King Alfred's army. Biography Season 6 Coming soon... Appearances Category:Characters Category:Season 6 Characters Category:Male Characters Category:Wessexians Category:Anglo-Saxons Category:Christians
b0a17f06f8fa,Spinotasuchus,Jurassic Park,,,"Spinotasuchus is a genetically modified dinosaur/crocodyliform hybrid of Spinotahraptor (Spinoraptor in Jurassic World: The Game) and Kaprosuchus. Games Jurassic World: Alive See: Spinotasuchus/JW: A Spinotasuchus is a legendary fierce hybrid that can be created in the game since Version 1.3. Jurassic World: The Game See: Spinotasuchus/JW: TG Spinotasuchus appears as a super rare superhybrid carnivore in Jurassic World: The Game. Since Spinotahraptor is not present in the game, it is a hybrid of Spinoraptor and Kaprosuchus S-DNA. References Navigation Category:Animals Category:Spinosaurus Pages Category:Utahraptor Pages Category:Kaprosuchus Pages Category:Spinoraptor Pages Category:Hybrids Category:Reptile Hybrids Category:Dinosaur Hybrids Category:Fictional Creatures Category:Carnivores ja:スピノタスクス"
30ba9547f879,Gaius,Alien vs Predator,species: Synthetic | gender: Masculine programming,,"Gaius was a ""Platinum Edition"" Walter series synthetic assigned to the United Nations Interstellar Settlement Corps colony ship UNCSS Ìyánlá. Gaius served as a liaison between the Ìyánlá and exploration teams during the UNISC's Great Mother Mission. Appearances Category:Building Better Worlds characters Category:Synthetics"
0113378d1f90,Mysterious Figure,Lost,Actor: Rob Kyker,,"A mysterious figure, originally thought to be Jacob, was seen for a split second by Locke in Jacob's cabin on Day 89 . Another figure, possibly the same one, was later seen by Hurley, two days later. Day 89 (Season 3) Benjamin Linus took John Locke to see Jacob at a cabin deep in the jungle. Before arriving at the cabin, Locke discovered a ring of ash surrounding the perimeter. This ash appeared identical to that used by the Others to protect the Temple from the Man in Black in Season 6. On entering, Ben and Locke found the room initially appeared empty, but as Locke prepared to leave the Cabin, he heard a voice whisper, ""Help me."" Believing the voice to be a deception on Ben's part, Locke turned on his flashlight. Immediately the cabin began to shake, jars of liquid flew across the room and the lamp was knocked over and set aflame. Ben grabbed an apparently empty rocking chair, telling ""Jacob"" that he had had his fun and needed to stop, before he was thrown against the wall b"
ae8d0bb4e352,Jazz Dancer 10,Boardwalk Empire,Actor: Jenelle Lynn Randall,,"Jazz Dancer 10, played by co-star Jenelle Lynn Randall, is a supporting character in ""Home"". They are part of a group of revellers enjoying the performance of Mamie Smith at a Northside bar owned by Chalky White. Appearances Category: Season 1"
c94974314935,Maui,The Wire,actor: Lance Irwin | seasons: 2,,"Maui is a cargo checker in IBS Local 1514 who had a relationship with Beatrice Russell. Biography Season 2 Russell reconnected with Maui to secure information about smuggling from the docks. He refused to inform on his fellow union men but told her to check the port's computer system for information. Maui disliked Ziggy, playing various tricks on him, culminating with Maui humiliating Ziggy by forcing him on top of a container and stranding him there. His nickname comes from the Polish word ""mały"" - the little one. Maui observed as Frank Sobotka's dead body was pulled from the Patapsco River. Production Appearances Category:Characters Category:Season 2 Characters Category:Stevedores Category:International Brotherhood of Stevedores"
4d9589192d64,Watcher (Fiction),Marvel Cinematic Universe,species: Watcher | gender: Male | status: Fictional,,", known as Watcher is a fictional character created by Timely Comics. Biography While creating a comic book, Timely Comics conceived of the character, Watcher, a supernatural being. Trivia Despite the existence of Watcher in the Marvel Cinematic Universe, this fictional version was created by Timely Comics without any knowledge of the real being. Gallery References External Links Category:Characters Category:The Fantastic Four: First Steps Characters Category:Watchers Category:Males Category:No Hair Category:Fictional Characters"
9ee2daff6f3f,Blue Philips,Prison Break,,,"Blue Philips is the lawyer from Washington sent by Kellerman of Michael Scofield and Lincoln Burrows to help Sara out. Biography Prison Break - The Final Break Appearances Category:Lawyers Category:Living characters Category:Season 4 characters Philips, Blue"
f0a5d07a783a,Q (Phil Proctor),James Bond 007,portrayed: Phil Proctor,,"Major Boothroyd (also known by the initial ""Q"") was the quartermaster of the Secret Intelligence Service (SIS/MI6). Biography From Russia with Love (video game) To be added Gallery Screenshots Promotional See also Major Boothroyd (Literary) Major Boothroyd (Peter Burton) Q (Desmond Llewelyn) Q (John Cleese) Q (Ben Whishaw) Q (Geoffrey Bayldon) Q (Alec McCowen) Q (Gregg Berger) Q (Peter Capaldi) Q (Julian Sands) Q (Dynamite) References Category:James Bond Characters Category:Game Characters Category:From Russia with Love (game) Characters Category:Allies Category:Male Characters Category:British Category:SIS Personnel Category:Quartermasters Category:Inventors Category:2000s Game Characters"
db57f079fb75,Razorpaw,Transformers,species: Cybertronian Unknown | gender: Male | first: Cover Me,,"Razorpaw is a Decepticon who resembles a puma. He is able to drain energon from his victims as he takes it to gain energy for himself. He is allied with Swelter and Glacius, which he is shown to have little to no appreciation for their aid. Transformers: Robots in Disguise History Season 2 As one of the many Decepticons on Earth, Razorpaw teamed up with Swelter and Glacius. Hanging out in a desert region, Razorpaw was irritably (due to his body running low on energon) alerted by Swelter and Glacius to a group of Autobots hunting for them, and set his sights on capturing the weakest of the team. Razorpaw and his Mini-Cons followed them to a nearby military base, where Razorpaw was able to find Optimus and Windblade from up top a structure. He pounced on Windblade and Optimus tried to interfere. Aided by the fact that she thought he was actually after Optimus, Razorpaw revealed it was Windblade who was the weakest and that he was after her as he was able to weaken then started to drain"
7883a896d99a,Karmong,Avatar,species: Na'vi | gender: Female | first: ''Avatar: Frontiers of Pandora'' | portrayed: Maiko Munroe,"Tragically, her mother died on a hunt when she was young, but Karmong still feels that she is near when she rides.","Karmong is a Na'vi of the Zeswa clan in Avatar: Frontiers of Pandora. Background At an early age Karmong took after her mother, a brave hunter who was known for her prowess on a direhorse. Tragically, her mother died on a hunt when she was young, but Karmong still feels that she is near when she rides. While Karmong admires the skill and care of those who tend to the zakru, she finds them too slow for her taste; and in turn, she feels like a bad member of her clan. As such, she finds any excuse to travel on her own. She has been friends with Tamu since childhood, and he helps her deal with tasks within the clan. As a result, she stands up for him when he is uncomfortable standing up for himself. Avatar: Frontiers of Pandora Karmong can be found at the Welcoming Hand Zeswa camp in the center of The Stone Hold domain of the Upper Plains. Quests All's Fair (The Sky Breaker): Karmong is frustrated by her sister Tu'kari and Tamu. She believes they are too proud to admit their feelings f"
ee9d7a589d22,Joey Noone,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Israel Broussard,,"Joey Noone is the biological son of Venus Van Dam on the FX original series Sons of Anarchy. Played by American actor Israel Broussard, Joey appears only on the episode in the series' sixth season. Biography Background Season 6 Appearances Category:Characters Category:One-shot characters Category:Season 6 Characters Category:Alive"
e3670c6a4883,Demons,Supernatural,status: Extant Extinct | actor: Various,"Demons are the result of human souls going to Hell and being tortured until no humanity is left in them, thus turning into demons - dark, malicious spirits that revel in pain, chaos, and death. Tom, for example, tested the fake Colt by shooting his demonic ""sister"" Meg.Salvation When pitted against other demons due to their individual goals, Ruby, Crowley, and Meg herself have killed their own kind without pause or remorse. Azazel, for example, referred to Meg and Tom as his ""children"" and was angered when Sam and Dean exorcised Meg and killed Tom (Devil's Trap).","Demons are malevolent spiritual entities that are considered the direct opposites to angels. They are created from human souls who have endured prolonged extreme torture in Hell. Via this process, they become corrupted, extremely evil, and also very powerful. Similar to Angels, they are spiritual entities and therefore require a vessel to fully interact with the physical world, though they are able to roam around in their smoke form. The species as a whole functions as the series' primary antagonists and are the most recurring supernatural creatures in the series. Characteristics thumb|275px|left|A painting of demons. Demons are the result of human souls going to Hell and being tortured until no humanity is left in them, thus turning into demons - dark, malicious spirits that revel in pain, chaos, and death. According to Ruby, most demons forget what it means to be human. Some have even forgotten that they were once human. In general, demons engage in torture and destruction because i"
9d12ae152fdb,Burton,The Hunger Games,gender: Male,,"Captain Burton was a soldier from District 13 who accompanied Boggs and Gale Hawthorne on the mission to infiltrate the Capitol and rescue Peeta Mellark, Annie Cresta, and Johanna Mason from the Training Center.The Hunger Games: Mockingjay - Part 1 Trivia left|thumb Burton's name and picture are briefly visible on a computer screen in The Hunger Games: Mockingjay - Part 1, beneath that of Gale Hawthorne. References Category:Rebels Category:People from District 13 Category:Males Category:Mockingjay characters"
78c4ef90a9b8,Captain Cold,DC Extended Universe,species: Human | gender: Male | status: In Custody | actor: Bruce Thomas,"Using upgraded weaponry, Captain Cold nearly kills The Flash, but ends up destroying Cyborg’s lower half instead.","Leonard Snart, also known as Captain Cold is a criminal who used a gun, based on a cyclotron, which emitted blasts of ice and cold. He is the Flash's nemesis and got stopped by him when trying to assault the Central City Bank. Biography Assault on Central City Bank Looking to pull off a robbery, Captain Cold visited the Central City Bank. After assaulting the receptionist, Cold terrorized the crowd, subsequently kidnapping people, which prompted the police to call Flash to inform him about the bank robbery. While Snart was explaining to a police officer how his freeze gun worked before using it against him, Flash arrived and defeated him, leading to his arrest and being put in a car. Changed Timeline When Barry Allen travelled back, he changed the timeline returning to his therapy with Iris West. When Captain Cold robbed the bank and Flash was notified, he informed the police that Blue Beetle would take care of it, with the latter quickly arriving to fight Captain Cold. Equipment Capta"
875317a2919d,Edmund Kemper,Dexter,,"Years earlier, at the age of 15, Kemper had murdered his paternal grandparents. Found sane and guilty at his trial in 1973, Kemper requested the death penalty for his crimes. He took great delight in torturing and killing cats; one of them he stabbed to death.","Edmund Emil Kemper III (born December 18, 1948) a.k.a. ""The Co-Ed Killer"" or ""The Co-Ed Butcher"", is a European-American rapist and necrophiliac, ephebophilic, and cannibalistic serial/spree killer active in the early 1970s. His murders coincided with those of another California serial killer, Herbert Mullin. Most of his victims were European-American females. He was convicted of murdering seven European-American women and one girl between May 1972 and April 1973. Years earlier, at the age of 15, Kemper had murdered his paternal grandparents. Kemper was nicknamed the ""Co-ed Killer"", as most of his non-familial victims were White American female college students hitchhiking in the vicinity of Santa Cruz County, California. Most of his murders included necrophilia, decapitation, dismemberment and possibly cannibalism. Found sane and guilty at his trial in 1973, Kemper requested the death penalty for his crimes. Capital punishment was suspended in California at the time, and he instead r"
4048f069a783,Maya,Westworld,species: Virtual Human | actor: Ariana DeBose | seasons: 4 | gender: Female,,"Maya is Christina's roommate and friend who she created in her virtual world. Gallery This gallery is automatically generated and contains images in the category ""Images of "". Images added to that category turn up in the gallery after a short time. namespace = File category = Images of Maya format = allowcachedresults = true Appearances Season 4 ""The Auguries"" ""Well Enough Alone"" ""Generation Loss"" ""Zhuangzi"" ""Que Sera, Sera"" Category:Female characters Category:Human"
de81e7e290cf,Enrique,Fast & Furious,actor: Mo Gallini | status: Incarcerated | gender: Male,,"Enrique is a hired hand for Carter Verone who was tasked to observe Brian O'Conner and Roman Pearce during their job to deliver several stashes of drug money to Verone. Biography Working for Carter Verone Enrique was a hired accomplice of Carter Verone who worked alongside Roberto and Monica Fuentes, the latter being an undercover U.S. Customs agent. He was seen when Verone hired several street racers for an audition race to get a package from one of Verone's boatyards in exchange for employment under Verone. It was also known that he does not know how to drive. He was later in charge of observing Brian O'Conner and Roman Pearce. On one occasion, he and Roberto kept tabs on Roman and Brian while they were at Tej's Garage. Annoyed by this, Roman pretended to clean their car's windshield before lighting it ablaze. Later, he and Roberto confronted Roman and Brian over the act and searched their boat before Verone broke up the fight, stating that he and Roberto would be escorting t"
2c1e4fe7d91f,Aro,Breaking Bad / Better Call Saul,Portrayed by: ''Unseen character'',,"Aro was a criminal listed in Dr Caldera’s black book, who later came under the employment of Saul Goodman after he acquired the book. He apparently got eighteen months in prison, and was eventually released in November of 2004. Category:Characters With Unknown Fates Category:Criminals Category:Unseen Characters Category:Characters whose names are unknown Category:Jimmy McGill's Contacts"
19cc91f1b302,Tiffany,The Boys,species: Human | gender: Female,,"is a character in the animated anthology series, The Boys Presents: Diabolical. The Boys Presents: Diabolical Tiffany is best friends with Bree. They are both mean and take advantage of Sky, asking her to help them get marijuana to smoke. Gallery Photos Videos References Category:Female Characters Category:The Boys Presents: Diabolical Characters fr:Tiffany Category:Drug Users/Abusers Category:Unfinished Articles"
5024b1c07c42,Ira Green,Mission: Impossible,gender: Male,,Ira Green worked for the IMF by doing his job as a medical doctor and not asking too many questions.Operation Rogosh Appearances Operation Rogosh References Category:Mission: Impossible (1966) Characters Category:IMF agents Category:Male Characters
ebd4242d8167,Galan,Vikings,actor: Oliver Price | seasons: Season 6 | first: ''It's Only Magic'' | last: ''The Last Act'',,Galan is a soldier in King Alfred's army. Biography Season 6 Coming soon... Appearances Category:Characters Category:Male Characters Category:Season 6 Characters Category:Wessexians Category:Christians Category:Anglo-Saxons
401e13beb331,Gorgonops,Jurassic Park,,,"(from Greek Γοργών 'Gorgon' and ὤψ 'eye, face', literally ""Gorgon eye"" or ""Gorgon face"") is an extinct genus of therapsid which lived about 260-254 million years ago, during the Late Permian. It was a typical representative of the clade Gorgonopsia, the dominant predators of their day, which in the largest forms grew to over 3 meters long. Games Jurassic World: Alive See: Gorgonops/JW: A Gorgonops is featured in the game as a rare cunning therapsid since Update 2.3. Navigation ja:ゴルゴノプス Category:Animals Category:Synapsids Category:Therapsids Category:Gorgonopsians Category:Gorgonops Pages Category:Animals of Africa Category:Paleozoic Animals Category:Permian Animals Category:Carnivores"
ba661b18c176,Killer Croc Xenomorph Hybrid,Alien vs Predator,species: Xenomorph/Human/Crocodile | gender: Hermaphroditic,,"The Killer Croc Xenomorph was a hybrid that appeared only in Batman/Aliens II. Its creation was the result of biomatter taken from Killer Croc. Unlike the other hybrids created by Dr. Fortune to whom she had added her DNA that were loyal and controlled by her, the Killer Croc hybrid hadn't had her DNA added to it and was uncontrollable, murdering its 'creator' with a Headbite upon encountering her. Appearances Batman/Aliens II Category:Xenomorph variants Category:Non-canon articles Category:Articles Needing Cleanup Category:Antagonists Category:Hybrids Category:Xenomorph hybrids Category:Xenomorph individuals Category:Stubs Category:Altered Xenomorphs Category:DC Universe characters Category:Batman/Aliens II characters"
