page_url,franchise,is_dead_v2,split_random,split_grouped
https://james-camerons-avatar.fandom.com/wiki/Rai'uk,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Sean_Wallen,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Tasun,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Kyuna,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Paul_Frommer,Avatar,0,test,test
https://james-camerons-avatar.fandom.com/wiki/Li'ona_Tsahìk,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Entu,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Ralu,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Tsyal,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/The_Shaman,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Marshall_Lamm,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/James_Ardmore,Avatar,1,test,test
https://james-camerons-avatar.fandom.com/wiki/Kam_Demarco,Avatar,0,test,test
https://james-camerons-avatar.fandom.com/wiki/Jaclyn_Ogden,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Stevens,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Venture_Star_Crew_Chief,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Na'vi_Child,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Tuktirey,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Ka'ani,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Saeyla,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Neteyam,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Lo'ak,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Frances_Ardmore,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Tonowari,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Aonung,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Tsireya,Avatar,0,test,test
https://james-camerons-avatar.fandom.com/wiki/Rotxo,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Ronal,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Mick_Scoresby,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Miles_Socorro,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Tarsem,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Karina_Mogue,Avatar,0,test,test
https://james-camerons-avatar.fandom.com/wiki/Ian_Garvin,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Kiri,Avatar,0,test,test
https://james-camerons-avatar.fandom.com/wiki/Basketball_Avatar_(female),Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Suit_1,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Suit_2,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Zdinarsik,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Walker,Avatar,1,test,test
https://james-camerons-avatar.fandom.com/wiki/Lopez,Avatar,1,test,test
https://james-camerons-avatar.fandom.com/wiki/Mansk,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Ward,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Zhang,Avatar,1,test,test
https://james-camerons-avatar.fandom.com/wiki/Prager,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Ta'unui_Tsahìk,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Ta'unui_Olo'eyktan,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Ja,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Charles_Stringer,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Varang,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Peylak,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Tractor_Operator,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Davis,Avatar,1,test,test
https://james-camerons-avatar.fandom.com/wiki/Jocelyn,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/John_Mercer,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Alma_Cortez,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/The_Sarentu,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Blonde_avatar_driver,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Etuwa,Avatar,0,test,test
https://james-camerons-avatar.fandom.com/wiki/So'lek,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Itu,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Priya_Chen,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Aleymun,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Tsu'kiri,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Neyan,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Mokasa,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Angela_Harding,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Alexander_Tremayne,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Koranu,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Teylan,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Aha'ri,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Nor,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Ri'nela,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Kataru,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Kitangi,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Tamu,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Keylu,Avatar,0,test,test
https://james-camerons-avatar.fandom.com/wiki/Okul,Avatar,0,test,test
https://james-camerons-avatar.fandom.com/wiki/Hurit_Ahenakew,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Anqa_Salaam,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Billy_Nash,Avatar,1,test,test
https://james-camerons-avatar.fandom.com/wiki/Rajinder_Singh_Grewal,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Neytu,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Hajir_Beshara,Avatar,1,test,test
https://james-camerons-avatar.fandom.com/wiki/Jin-young_MacKay,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Daniela_Neves-MacKay,Avatar,1,test,test
https://james-camerons-avatar.fandom.com/wiki/Sa'nop,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Kukulope,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Lurei,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Vu'an,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Ongwi,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Yarun,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Dorman,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Anton_Clarke,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Emmett_Porter,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Qui_Price,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Albert_Hinckley,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Cassandra_Slate,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Rasi,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Emeray,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Hamarun,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Imon,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Memna,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Nentuk,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Tseke,Avatar,0,test,test
https://james-camerons-avatar.fandom.com/wiki/Tsu'lo,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Zat,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Miles_Quaritch_(Recombinant),Avatar,0,test,test
https://james-camerons-avatar.fandom.com/wiki/Lyle_Wainfleet_(Recombinant),Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Sean_Fike_(Recombinant),Avatar,1,test,test
https://james-camerons-avatar.fandom.com/wiki/Ko'sini,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Ku'malo,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Hayngwìk,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Hawrvayn,Avatar,0,test,test
https://james-camerons-avatar.fandom.com/wiki/Morgan,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Antonio_Bruno,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Tyler_Bukowski,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Wukula,Avatar,1,test,test
https://james-camerons-avatar.fandom.com/wiki/Riku,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Zari,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Rakx,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Ka'sem,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Ulinay,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Ya'fatar,Avatar,0,test,test
https://james-camerons-avatar.fandom.com/wiki/Wawen,Avatar,1,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Matador_Co-Pilot,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Efra,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Haketir,Avatar,0,test,test
https://james-camerons-avatar.fandom.com/wiki/Nartuza,Avatar,0,trainval,test
https://james-camerons-avatar.fandom.com/wiki/Yu'nar,Avatar,0,trainval,test
https://avp.fandom.com/wiki/Ellen_Ripley,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Dwayne_Hicks,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Charles_Bishop_Weyland,Alien vs Predator,1,trainval,trainval
"https://avp.fandom.com/wiki/Rebecca_""Newt""_Jorden",Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Lex_Woods,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Michael_Bishop,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Dom_Vriess,Alien vs Predator,0,test,trainval
"https://avp.fandom.com/wiki/Alan_""Dutch""_Schaefer",Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/King_Willie,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Dutch_Schaefer,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Celtic,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Chopper,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Sebastian_De_Rosa,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Kelly_O'Brien,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Ripley_8,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Cullen_Yutani,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/El_Scorpio,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Amanda_Ripley-McClaren,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Bull_(Predator),Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Al_Dillon,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Billy_Sole,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Arthur_Dallas,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Molly_O'Brien,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Ash,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Gary_Christie,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Annalee_Call,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Ron_Johner,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Frank_Elgyn,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Larry_Purvis,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Robert_Morse,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Walter_Golic,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Francis_Aaron,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Thomas_Kane,Alien vs Predator,1,trainval,trainval
"https://avp.fandom.com/wiki/Fidel_""El_Hongo""_Perez",Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Hunter_Borgia,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Sabra_Hillard,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Alan_Jude,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Tim_O'Brien,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Jerry_Lambert,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Peter_Keyes,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Bruno_Borgia,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Anna_Gonsalves,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Leona_Cantrell,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Arthur_Walkingstick,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Blain_Cooper,Alien vs Predator,1,trainval,trainval
"https://avp.fandom.com/wiki/Daniel_""Danny_Boy""_Archuleta",Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Edward_Boggs,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Anne_Jorden,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Joan_Lambert,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Jonathan_Clemens,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Russ_Jorden,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Carter_Burke,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Leonard_Dillon,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Mason_Wren,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Ricky_Howard,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Thomas_Murphy,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Timmy_Jorden,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Dallas_Howard,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Harry,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Isabella_Borgia,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Buddy_Benson,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Stevens,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Peter_Gregor,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Harry_Andrews,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Kevin_Dodd,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Dennis_Parker,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Eric_Buggy,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Frank_Ellis,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Yoshi_Troy,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Clive_William,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Paul_Van_Leuwen,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Mary,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Samuel_Brett,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Tony_Pope,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Homer_Philips,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Adele_Rousseau,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Jesse_Salinger,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Eddie_Morales,Alien vs Predator,1,trainval,trainval
"https://avp.fandom.com/wiki/Ted_""Junior""_Gillas",Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Mike_Harrigan,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/David_Postlethwaite,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Daniel_Rains,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Stone_(mercenary),Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Vinnie_Distephano,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Rick_Hawkins,Alien vs Predator,1,test,trainval
"https://avp.fandom.com/wiki/Jorge_""Poncho""_Ramirez",Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Mac_Eliot,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/David_Wilks,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Dale_Collins,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Karl_Bishop_Weyland,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Rookie,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Royce,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Lance_Lewis,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Lennon,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Carrie_Adams,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Drew,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Ronald_Noland,Alien vs Predator,1,test,trainval
"https://avp.fandom.com/wiki/Teresa_""Tequila""_Aquila",Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Andrew_Harrison,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Ivan_Hushvatov,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Dimitri,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Dunya,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Vassili_Rykov,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Klaus,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Bass,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Max_Stafford,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Graeme_Miller,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Mark_Verheiden_(mercenary),Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Duke_Morrison,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Johnson_(USS_Verloc),Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Thomas_Van_Zandt,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Eric_McQuade,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Batman,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Ramirez,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Quinn_(Colonial_Marine),Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Martin_Peréz,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Jonathan_Gediman,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Carlyn_Williamson,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Isabelle_Nissenbaum,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Paul_Church,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Walter_Stans,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Hanzō_Kawakami,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Edwin,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/H._G._Groves,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Thomas_Parks,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Rusten_Quinn,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Nikolai_Fedorov,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Falconer_(Game_Preserve_Planet),Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Cuchillo,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Mombasa,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Brian_Ellis,Alien vs Predator,0,test,trainval
https://avp.fandom.com/wiki/Crucified_Predator,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Joe_Connors,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/W._Alan_Simpson,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Drake_(Game_Preserve_Planet),Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Brad_Lydecker,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Thomas_McCain,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Murphy_(dropship_pilot),Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Adam_Garber,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Tracker,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Greyback,Alien vs Predator,0,test,trainval
https://avp.fandom.com/wiki/Sam_Benson,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Arnaud_Eisenberg,Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Russian_advisor,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Tomiko_Maurita,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Raphael_Adolini_(Predator:_1718),Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Jones_(USS_Verloc),Alien vs Predator,0,trainval,trainval
https://avp.fandom.com/wiki/Meredith_Vickers,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Elizabeth_Shaw,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Charlie_Holloway,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Kate_Ford,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Benedict_Ravel,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Emun_Chance,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Rafe_Millburn,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Peter_Weyland,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Blackwell,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Sean_Fifield,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Ray_Adams,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/B._Jackson,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/J._Wallace,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/V._Furdik,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/L._Taplow,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/R._Sheppard,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Idris_Janek,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Leader,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Joe_Wallace,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Charles_Thompson,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Nick,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Mark,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Sue,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Last_Engineer,Alien vs Predator,1,test,trainval
https://avp.fandom.com/wiki/Sacrifice_Engineer,Alien vs Predator,1,trainval,trainval
https://avp.fandom.com/wiki/Christopher_Winter,Alien vs Predator,0,trainval,trainval
