char_id,name,franchise,is_character_1,is_character_2,appears_onscreen_1,appears_onscreen_2,dies_in_narrative_1,dies_in_narrative_2,rationale_1,rationale_2
287f1b708f47,Louis XIV,Indiana Jones,0,0,0,0,0,1,"Historical figure, not individual character",Not an individual character; real person or meta page
e1eebfb512ac,Ornil,Lord of the Rings,1,1,0,0,0,1,"LOTR book character only, not filmed",Character dies in narrative
484044d63749,Jane Beckett,Pirates of the Caribbean,1,1,0,0,0,1,"Novel character only, not filmed",Character dies in narrative
14927b142269,Granuk Harkonnen,Dune,1,1,0,0,0,1,"Dune book character only, not filmed",Character dies in narrative
f647ad9c9026,George Black,The Twilight Saga,1,0,0,0,0,1,"Mentioned character, not in films",Not an individual character; real person or meta page
d25a8f0afb3a,Punter,Star Wars,1,0,0,0,0,1,"Star Wars guide reference only, not filmed",Not an individual character; real person or meta page
1f889dc96bf2,Albert Einstein,Harry Potter,0,0,0,0,0,1,"Historical figure, not character",Not an individual character; real person or meta page
2de60cc1507a,Chiang Kai-Shek,Indiana Jones,0,0,0,0,0,1,"Historical figure, not character",Not an individual character; real person or meta page
2a1132dcd32c,Hardang,Lord of the Rings,1,1,0,0,0,1,"LOTR book character only, not filmed",Character dies in narrative
3b6e9ad4626c,Eric Brand,Pirates of the Caribbean,1,1,0,0,0,1,"Novel character only, not filmed",Character dies in narrative
a84ab140cd49,Pruwet Richese,Dune,1,1,0,1,0,1,"Dune book character, not filmed",Character dies in narrative
4fe1d2725add,Francesco Solimena,The Twilight Saga,0,0,0,0,0,1,"Historical figure, not character",Not an individual character; real person or meta page
6e04534fb236,Cope Shykrill's brother,Star Wars,1,0,0,0,0,1,"Jedi vs Sith book only, not filmed",Not an individual character; real person or meta page
0252f7acd462,Ignatia Wildsmith,Harry Potter,1,1,0,0,0,1,"Harry Potter historical figure, not in films",Character dies in narrative
6aff08125699,Walter Donovan,Indiana Jones,1,1,1,0,1,1,Indiana Jones film; shot and poisoned,Character dies in narrative
e31da4d4317f,Mazor Alexi,Game of Thrones,1,1,0,0,0,1,"Game of Thrones book, not in show",Character dies in narrative
859d47e68637,Longo Baggins,Lord of the Rings,1,1,0,0,0,1,LOTR book character only,Character dies in narrative
c5c40b655531,Spanish Castaway,Pirates of the Caribbean,1,1,1,0,1,1,Pirates of Caribbean film On Stranger Tides,Character dies in narrative
21cd5ed6b644,Dominic Vernius,Dune,1,1,0,0,0,1,"Dune book character only, not filmed",Character dies in narrative
02fbe14267af,Riley Biers,The Twilight Saga,1,1,1,0,1,1,Twilight film Eclipse; killed in battle,Character dies in narrative
037b6f349c6d,Benits Stinex,Star Wars,1,0,0,0,0,1,"Star Wars book/reference only, not filmed",Not an individual character; real person or meta page
b033a2cfd472,Daisy Dodderidge,Harry Potter,1,1,0,0,0,1,"Harry Potter historical figure, not filmed",Character dies in narrative
8c9cff131327,Qin Shi Huang,Indiana Jones,0,1,0,0,0,1,"Historical figure, not character",Character dies in narrative
ad6be6c89dd7,Imin,Lord of the Rings,1,1,0,0,-1,1,"LOTR ancient character, death fate unknown",Character dies in narrative
c8567a98ed4d,Ho-Kwan,Pirates of the Caribbean,1,1,1,0,1,1,"Pirates Dead Man's Chest film, dies in escape",Character dies in narrative
244827d49658,Toshiro,The Twilight Saga,1,1,1,0,1,1,Twilight Breaking Dawn Part 2 film,Character dies in narrative
9a51ece6d8e3,Deron Cadoruso,Star Wars,1,0,0,0,0,1,"Star Wars game only, not filmed",Not an individual character; real person or meta page
208a67fad014,Derwent Shimpling,Harry Potter,1,1,0,0,0,1,Harry Potter historical figure only,Character dies in narrative
0af28a111809,Feathers,Indiana Jones,1,0,0,0,0,1,"Indiana Jones comic character, not filmed",Not an individual character; real person or meta page
4a22fea1093b,Náin I,Lord of the Rings,1,1,0,0,0,1,"LOTR book character, killed by Balrog",Character dies in narrative
1d55701ec8ec,Silverback,Pirates of the Caribbean,1,1,0,0,0,1,"Pirates novel character only, not filmed",Character dies in narrative
0f09975f751e,Shaddam Corrino IV,Dune,1,1,0,0,0,1,"Dune book character only, not filmed",Character dies in narrative
a05bfa603e10,Omar Jenks,The Twilight Saga,1,0,0,0,0,1,"Twilight mentioned character, not in films",Not an individual character; real person or meta page
28556849524c,Unidentified Bothan ambassador,Star Wars,1,0,0,0,0,1,"Star Wars book/reference only, not filmed",Not an individual character; real person or meta page
273b87949e8d,Clara Thompson,Harry Potter,1,1,0,0,0,1,"Harry Potter portrait character, not filmed",Character dies in narrative
5210416650fe,Burke J. Carter,Indiana Jones,1,0,0,0,0,1,"Indiana Jones background character, not filmed",Not an individual character; real person or meta page
df795856121a,Indor,Lord of the Rings,1,1,0,0,-1,1,"LOTR book, presumed dead, unclear",Character dies in narrative
3829aff9f078,Liang Dao,Pirates of the Caribbean,1,1,0,0,0,1,Pirates novel character only,Character dies in narrative
a142a0ecf8df,Dama,Dune,1,1,0,0,0,1,Dune novel character only,Character dies in narrative
b763e698125f,Denise,The Twilight Saga,1,0,1,0,1,1,"Twilight film New Moon, killed by Victoria",Not an individual character; real person or meta page
4f503942c67f,Del Meeko,Star Wars,1,1,1,0,1,1,"Star Wars novels/games, killed 34 ABY",Character dies in narrative
a316b79e3306,Unidentified insulting wizard,Harry Potter,1,1,0,0,0,1,"Harry Potter unidentified, possibly portrait",Character dies in narrative
929c37f70003,Abu Bakr,Indiana Jones,0,0,0,0,0,1,"Historical figure, not character",Not an individual character; real person or meta page
21bb53d74efd,Bingo Baggins,Lord of the Rings,1,0,0,0,0,1,LOTR book character only,Not an individual character; real person or meta page
8796e17fbd20,Samuel Bellamy,Pirates of the Caribbean,1,1,0,0,0,1,"Pirates historical figure, not in films",Character dies in narrative
14ef5de53a04,Piter de Vries,Dune,1,1,0,0,0,1,"Dune novel only, not filmed",Character dies in narrative
3198fabba080,Waylon Forge,The Twilight Saga,1,1,1,0,1,1,"Twilight film, killed by James coven",Character dies in narrative
43776bf2f723,Kason,Star Wars,1,1,0,0,0,1,"Star Wars novel only, not filmed",Character dies in narrative
9c0496cd98aa,Selina Sapworthy,Harry Potter,1,1,0,0,0,1,"Harry Potter historical figure, not filmed",Character dies in narrative
e3acafef12a8,Virgil,Indiana Jones,0,0,0,0,0,1,"Historical figure, not character",Not an individual character; real person or meta page
a2a596e50ee5,Minto Burrows,Lord of the Rings,1,1,0,0,0,1,"LOTR book character, video game only",Character dies in narrative
0f8b2be73dea,Elizabeth Swann's mother,Pirates of the Caribbean,1,1,0,0,0,1,"Pirates character mentioned, not filmed",Character dies in narrative
f9da8b7604ab,Leto Atreides I,Dune,1,1,1,0,1,1,Dune adaptations; poisoned during siege,Character dies in narrative
7577dab78ca3,Kristie,The Twilight Saga,1,1,1,0,1,1,"Twilight Eclipse film, killed in battle",Character dies in narrative
4ded6e19a6bb,Chulco Gi,Star Wars,1,0,1,0,1,1,"Star Wars comic, dies on Jedha",Not an individual character; real person or meta page
6ab13937c75b,Antonia Creaseworthy,Harry Potter,1,1,0,0,0,1,"Harry Potter historical figure, portrait only",Character dies in narrative
040217a5f9b4,Robert Oppenheimer,Indiana Jones,0,0,0,0,0,1,"Historical figure, mentioned in film",Not an individual character; real person or meta page
eb430f53b7c2,Boake,Game of Thrones,1,1,1,0,1,1,"Game of Thrones S6, killed in Great Sept",Character dies in narrative
12f35d00b1a8,Tata,Lord of the Rings,1,0,0,0,-1,1,"LOTR ancient character, fate unknown",Not an individual character; real person or meta page
81eec167017e,Spanish Soldier (faceless),Pirates of the Caribbean,1,1,1,0,1,1,Pirates Dead Men Tell No Tales film,Character dies in narrative
5bd98f070785,Iblis Ginjo,Dune,1,1,0,0,0,1,"Dune novel only, not filmed",Character dies in narrative
1ac34eaf271a,Marie Higginbotham,The Twilight Saga,1,1,0,0,0,1,"Twilight mentioned character, not filmed",Character dies in narrative
72c489af91d0,Haze Delik,Star Wars,1,1,0,0,0,1,Star Wars audiobook character only,Character dies in narrative
fc0f84467d7e,T. R.,Harry Potter,1,1,0,0,0,1,"Harry Potter portrait character, game only",Character dies in narrative
5df6198aa904,Marie Dressler,Indiana Jones,0,0,0,0,0,1,"Historical figure, not character",Not an individual character; real person or meta page
5c05ee4c1396,Othrod,Lord of the Rings,1,0,0,0,0,1,"LOTR book character, not filmed",Not an individual character; real person or meta page
69f48fd81da8,Nathan Bolton,Pirates of the Caribbean,1,1,0,0,0,1,Pirates novel character only,Character dies in narrative
1a1acf9d7e90,Paul Atreides,Dune,1,1,1,0,1,1,"Dune adaptations, main character, dies 10219 AG",Character dies in narrative
c30b2c08b34f,Kumboh,The Twilight Saga,1,1,1,0,1,1,Twilight short film The Groundskeeper,Character dies in narrative
4049c9f9706f,Calleen (convor),Star Wars,0,1,0,0,0,1,"Named animal/pet, not character",Character dies in narrative
63bd522ae2cd,Leta Lestrange,Harry Potter,1,1,1,0,1,1,Harry Potter film Fantastic Beasts; sacrificed,Character dies in narrative
6dfa2ba02410,Johnson,Indiana Jones,1,1,0,0,0,1,Indiana Jones comic character only,Character dies in narrative
4f112733729e,Archie,Game of Thrones,1,1,1,0,1,1,"Game of Thrones mentioned, Battle Goldroad",Character dies in narrative
f5910265e970,Isembold Took,Lord of the Rings,1,1,0,0,0,1,LOTR book character only,Character dies in narrative
a1dd2697cbd2,Morgan (Pirate Captain),Pirates of the Caribbean,1,1,0,0,0,1,Pirates novel character only,Character dies in narrative
260d67391584,Ori Zhoma,Dune,1,1,0,0,0,1,Dune novel character only,Character dies in narrative
622b4c434bf5,Sasha,The Twilight Saga,1,1,1,0,1,1,"Twilight Breaking Dawn film, executed",Character dies in narrative
6fd9bb782910,Murk Lundi,Star Wars,1,1,0,0,0,1,"Star Wars novel/game only, not filmed",Character dies in narrative
05bfd64e57b8,Tobias Stump,Harry Potter,1,1,0,0,0,1,Harry Potter portrait character only,Character dies in narrative
8932e4da9cd1,Victor Bernard,Indiana Jones,1,1,0,0,0,1,Indiana Jones novel character only,Character dies in narrative
57b2d86aeda7,Samwell Blackwood,Game of Thrones,1,1,1,0,1,1,"Game of Thrones House of Dragon S2, dies",Character dies in narrative
a3033c63161d,Ingwion,Lord of the Rings,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
2a9cc7586728,Raoul Rheims,Pirates of the Caribbean,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
67e622f1c280,John,The Twilight Saga,1,1,1,1,1,0,Dies in narrative,"Character with screen appearances, survives narrative"
1c289d39bdd4,Sanga's companion,Star Wars,0,1,0,0,0,1,Not a character,Character dies but not shown on screen
f2c3b325a297,Octavius Pepper,Harry Potter,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
5394043e3a68,Arminas,Lord of the Rings,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
b12ce82f0c51,Cutler Beckett,Pirates of the Caribbean,1,1,1,0,1,1,Dies in narrative,Character dies but not shown on screen
6a5cbfb77157,Marie Fenring,Dune,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
393c2f2f857b,The Third Wife,The Twilight Saga,1,1,0,1,0,1,Does not appear onscreen,Character with screen appearances and narrative death
5cd2dced360c,Telaat,Star Wars,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
27c2f9cb1ff9,Gaidic Lestrange,Harry Potter,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
2e9fd7ce9bc0,Franklin Delano Roosevelt,Indiana Jones,1,0,1,0,1,0,Dies in narrative,Not an individual character
bb61099cb572,Laura (Grubb) Baggins,Lord of the Rings,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
d2fcb8067ad5,Maddox,Pirates of the Caribbean,1,1,1,0,1,1,Dies in narrative,Character dies but not shown on screen
e8bcac6ec35e,Edward Masen,The Twilight Saga,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
db30675dc286,Kren Blista-Vanee,Star Wars,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
ac705fc21f82,Deek and Tobbs's first master,Harry Potter,1,1,1,0,1,1,Dies in narrative,Character dies but not shown on screen
77227eaea4dd,Grail Knight,Indiana Jones,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
24062aaf8a64,Halmir,Lord of the Rings,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
639e1398b420,Blackbeard,Pirates of the Caribbean,1,1,1,0,1,-1,Dies in narrative,Unclear death status in narrative
c9f1e1da3f12,Abulurd Rabban,Dune,0,0,0,0,0,1,Not a character,Not an individual character
eb87a83b3b1f,Royce King II,The Twilight Saga,1,1,0,1,0,1,Does not appear onscreen,Character with screen appearances and narrative death
35180f2486f3,Jerdon Bly,Star Wars,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
392cd2d57157,Falco Aesalon,Harry Potter,0,1,0,0,0,0,Not a character,Character exists only in print media or survives
6a837363bc46,Short Round's mother,Indiana Jones,1,1,1,0,1,1,Dies in narrative,Character dies but not shown on screen
7a997df03437,Iminyë,Lord of the Rings,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
f7336147f70d,Crimp,Pirates of the Caribbean,1,1,1,0,1,1,Dies in narrative,Character dies but not shown on screen
a92d21d3bafc,Muriz,Dune,0,1,0,0,0,1,Not a character,Character dies but not shown on screen
2fa433e390c7,Cold Woman,The Twilight Saga,1,1,0,1,0,1,Does not appear onscreen,Character with screen appearances and narrative death
e59b7db2a80f,Cellia Moten,Star Wars,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
561c3903604f,Ferdinand Octavius Pratt,Harry Potter,1,1,1,0,0,-1,Does not die,Unclear death status in narrative
6e2c3f34c4f3,Tzi,Indiana Jones,1,1,1,0,1,0,Dies in narrative,Character exists only in print media or survives
14f0e08a1554,Ancalagon,Lord of the Rings,1,1,0,0,0,-1,Does not appear onscreen,Unclear death status in narrative
579075644873,Moss,Pirates of the Caribbean,1,1,1,0,1,1,Dies in narrative,Character dies but not shown on screen
bbf53b4792a0,Giandro Tull,Dune,1,1,1,0,1,1,Dies in narrative,Character dies but not shown on screen
9459186f67ef,Victoria,The Twilight Saga,1,1,0,1,0,1,Does not appear onscreen,Character with screen appearances and narrative death
b318b2dbbde8,Tank tread death Nazi,Indiana Jones,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
8ca28ec4f3d1,Algund,Lord of the Rings,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
1ddd69e597a2,Francis Drake,Pirates of the Caribbean,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
422a659369b5,Barbra Pryce,Alien vs Predator,1,0,1,0,0,0,Does not die,Not an individual character
d449cc4f5819,Sluggsy and Horror,James Bond 007,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
a3efe2160693,Skinner,Jurassic Park,0,0,0,0,0,1,Not a character,Not an individual character
270d879237d8,Mercury,DC Extended Universe,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
64166115b2d9,Arachne Crane,The Hunger Games,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
5dcfd671639a,Martin Keamy,Lost,1,0,1,0,1,1,Dies in narrative,Not an individual character
947ad9f5e6cc,Floyd (Apocalypse World),Supernatural,1,0,1,0,0,0,Does not die,Not an individual character
b11668f0e288,Gnaeus,Spartacus,1,0,1,0,1,1,Dies in narrative,Not an individual character
2133a6706ce3,Gill,Sons of Anarchy,1,0,1,0,1,1,Dies in narrative,Not an individual character
23d68bb2d8d4,Curtis Barnes,Dexter,1,0,1,0,1,1,Dies in narrative,Not an individual character
5ee85dc7f6a7,Russell Lightbourne,The 100,1,0,1,0,1,1,Dies in narrative,Not an individual character
fd8e2464e7a0,Zureyn,Avatar,1,0,1,0,0,0,Does not die,Not an individual character
6a36f3115f69,Andrew Holt,Breaking Bad / Better Call Saul,1,0,1,0,1,1,Dies in narrative,Not an individual character
12be7c70accf,Roadbuster TFP,Transformers,1,0,1,0,1,1,Dies in narrative,Not an individual character
6280e99aea82,Rioters,The Sopranos,1,0,1,0,1,-1,Dies in narrative,Not an individual character
7b248c81a93c,Charles Webber,Grey's Anatomy,1,0,1,0,1,1,Dies in narrative,Not an individual character
e121f06daa0d,Toreen Boyd,The Wire,1,1,0,0,0,1,Does not appear onscreen,Character dies but not shown on screen
9f3335f8648f,Sophia Peletier (TV Series),The Walking Dead,1,0,1,0,-1,1,Death context unclear,Not an individual character
ac9e00c694b7,Gabriel,Mission: Impossible,1,1,1,1,1,-1,Dies in narrative,"Character with screen appearances, survives narrative"
55d9f0068a40,Tony,Ozark,1,0,0,0,0,1,Does not appear onscreen,Not an individual character
5c8bdf7f5e18,Funshine,Stranger Things,1,0,1,0,1,1,Dies in narrative,Not an individual character
4e0eeaee9ff7,Mind-Droid,The Boys,1,0,0,0,0,1,Does not appear onscreen,Not an individual character
852b9071d977,Danny Whizz-Bang,Peaky Blinders,1,0,1,0,1,1,Dies in narrative,Not an individual character
b6d6f1b447a6,Mary Alice,The Matrix,0,0,0,0,0,1,Not a character,Not an individual character
9beaca40a417,Alexi,Alien vs Predator,1,1,1,0,0,0,Does not die,Character exists only in print media or survives
c4dfe489e1fb,Saunders,James Bond 007,1,0,1,0,1,1,Dies in narrative,Not an individual character
d4d70c5ab141,M.B. Nash,Jurassic Park,1,0,1,0,1,1,Dies in narrative,Not an individual character
a0b9e2c1a33f,Drove,The Hunger Games,1,0,1,0,1,1,Dies in narrative,Not an individual character
bf048571db36,Daniel Faraday,Lost,1,0,1,0,1,-1,Dies in narrative,Not an individual character
4b83c179d8f1,The Brothers Ferox,Spartacus,1,0,1,0,0,0,Does not die,Not an individual character
05f02a43a540,Cameron Hayes,Sons of Anarchy,1,0,1,0,1,1,Dies in narrative,Not an individual character
8200e1cc2c56,Harpe Brothers,Dexter,1,0,1,0,1,1,Dies in narrative,Not an individual character
ae06c6f336a3,Sierra,The 100,1,0,1,0,1,1,Dies in narrative,Not an individual character
6858282b72b9,Lyle Wainfleet,Avatar,1,1,1,0,1,1,Dies in narrative,Character dies but not shown on screen
2561c0192955,Jack Fensky,Breaking Bad / Better Call Saul,1,0,1,0,1,1,Dies in narrative,Not an individual character
9718885e4fa6,John Scalise,Boardwalk Empire,0,0,0,0,0,1,Not a character,Not an individual character
