row_index,page_url,name,franchise,char_lower
65,https://james-camerons-avatar.fandom.com/wiki/Moran,Moran,Avatar,moran
66,https://james-camerons-avatar.fandom.com/wiki/Seyvaro,Seyvaro,Avatar,seyvaro
67,https://james-camerons-avatar.fandom.com/wiki/Atanwey,Atanwey,Avatar,atanwey
68,https://james-camerons-avatar.fandom.com/wiki/Tsu'hak,Tsu'hak,Avatar,tsu'hak
69,https://james-camerons-avatar.fandom.com/wiki/Eywaftia,Eywaftia,Avatar,eywaftia
70,https://james-camerons-avatar.fandom.com/wiki/Niwintul,Niwintul,Avatar,niwintul
71,https://james-camerons-avatar.fandom.com/wiki/Frapohu,Frapohu,Avatar,frapohu
72,https://james-camerons-avatar.fandom.com/wiki/Sevineyo,Sevineyo,Avatar,sevineyo
73,https://james-camerons-avatar.fandom.com/wiki/Naalot,Naalot,Avatar,naalot
74,https://james-camerons-avatar.fandom.com/wiki/Tsaro,Tsaro,Avatar,tsaro
75,https://james-camerons-avatar.fandom.com/wiki/Li'ona_Tsahìk,Li'ona Tsahìk,Avatar,li'ona tsahìk
76,https://james-camerons-avatar.fandom.com/wiki/Au_Tsum,Au Tsum,Avatar,au tsum
77,https://james-camerons-avatar.fandom.com/wiki/Sevineyo's_Mother,Sevineyo's Mother,Avatar,sevineyo's mother
78,https://james-camerons-avatar.fandom.com/wiki/Otamu,Otamu,Avatar,otamu
79,https://james-camerons-avatar.fandom.com/wiki/Ikalu,Ikalu,Avatar,ikalu
80,https://james-camerons-avatar.fandom.com/wiki/Taronyu,Taronyu,Avatar,taronyu
81,https://james-camerons-avatar.fandom.com/wiki/Entu,Entu,Avatar,entu
82,https://james-camerons-avatar.fandom.com/wiki/Ralu,Ralu,Avatar,ralu
83,https://james-camerons-avatar.fandom.com/wiki/Tsyal,Tsyal,Avatar,tsyal
84,https://james-camerons-avatar.fandom.com/wiki/Nikiro,Nikiro,Avatar,nikiro
85,https://james-camerons-avatar.fandom.com/wiki/The_Shaman,The Shaman,Avatar,the shaman
86,https://james-camerons-avatar.fandom.com/wiki/Arutey,Arutey,Avatar,arutey
87,https://james-camerons-avatar.fandom.com/wiki/Ookmaya,Ookmaya,Avatar,ookmaya
88,https://james-camerons-avatar.fandom.com/wiki/Bilano,Bilano,Avatar,bilano
89,https://james-camerons-avatar.fandom.com/wiki/Deyshana,Deyshana,Avatar,deyshana
90,https://james-camerons-avatar.fandom.com/wiki/Shaman_of_Songs,Shaman of Songs,Avatar,shaman of songs
91,https://james-camerons-avatar.fandom.com/wiki/Marshall_Lamm,Marshall Lamm,Avatar,marshall lamm
92,https://james-camerons-avatar.fandom.com/wiki/James_Ardmore,James Ardmore,Avatar,james ardmore
93,https://james-camerons-avatar.fandom.com/wiki/Marcia_De_Los_Santos,Marcia De Los Santos,Avatar,marcia de los santos
94,https://james-camerons-avatar.fandom.com/wiki/Kam_Demarco,Kam Demarco,Avatar,kam demarco
95,https://james-camerons-avatar.fandom.com/wiki/Jaclyn_Ogden,Jaclyn Ogden,Avatar,jaclyn ogden
96,https://james-camerons-avatar.fandom.com/wiki/Stevens,Stevens,Avatar,stevens
97,https://james-camerons-avatar.fandom.com/wiki/Venture_Star_Crew_Chief,Venture Star Crew Chief,Avatar,venture star crew chief
98,https://james-camerons-avatar.fandom.com/wiki/Na'vi_Child,Na'vi Child,Avatar,na'vi child
99,https://james-camerons-avatar.fandom.com/wiki/Tuktirey,Tuktirey,Avatar,tuktirey
100,https://james-camerons-avatar.fandom.com/wiki/Hegner,Hegner,Avatar,hegner
101,https://james-camerons-avatar.fandom.com/wiki/Ka'ani,Ka'ani,Avatar,ka'ani
102,https://james-camerons-avatar.fandom.com/wiki/Saeyla,Saeyla,Avatar,saeyla
103,https://james-camerons-avatar.fandom.com/wiki/Takuk,Takuk,Avatar,takuk
104,https://james-camerons-avatar.fandom.com/wiki/Atan,Atan,Avatar,atan
105,https://james-camerons-avatar.fandom.com/wiki/Nekawn,Nekawn,Avatar,nekawn
106,https://james-camerons-avatar.fandom.com/wiki/Arvok,Arvok,Avatar,arvok
107,https://james-camerons-avatar.fandom.com/wiki/Artsut,Artsut,Avatar,artsut
108,https://james-camerons-avatar.fandom.com/wiki/Maru,Maru,Avatar,maru
109,https://james-camerons-avatar.fandom.com/wiki/Tur'itan,Tur'itan,Avatar,tur'itan
110,https://james-camerons-avatar.fandom.com/wiki/Swin'ara,Swin'ara,Avatar,swin'ara
111,https://james-camerons-avatar.fandom.com/wiki/Alira,Alira,Avatar,alira
112,https://james-camerons-avatar.fandom.com/wiki/Nan'ti,Nan'ti,Avatar,nan'ti
113,https://james-camerons-avatar.fandom.com/wiki/Tsentey,Tsentey,Avatar,tsentey
114,https://james-camerons-avatar.fandom.com/wiki/Vineya,Vineya,Avatar,vineya
115,https://james-camerons-avatar.fandom.com/wiki/Tioang,Tioang,Avatar,tioang
116,https://james-camerons-avatar.fandom.com/wiki/Zane_Madaki,Zane Madaki,Avatar,zane madaki
117,https://james-camerons-avatar.fandom.com/wiki/Kirnat,Kirnat,Avatar,kirnat
118,https://james-camerons-avatar.fandom.com/wiki/Makeyo,Makeyo,Avatar,makeyo
119,https://james-camerons-avatar.fandom.com/wiki/Na'huk,Na'huk,Avatar,na'huk
120,https://james-camerons-avatar.fandom.com/wiki/Seytawni,Seytawni,Avatar,seytawni
121,https://james-camerons-avatar.fandom.com/wiki/Katherine_Hale,Katherine Hale,Avatar,katherine hale
122,https://james-camerons-avatar.fandom.com/wiki/Omleki,Omleki,Avatar,omleki
123,https://james-camerons-avatar.fandom.com/wiki/Kalun,Kalun,Avatar,kalun
124,https://james-camerons-avatar.fandom.com/wiki/Alar'at,Alar'at,Avatar,alar'at
125,https://james-camerons-avatar.fandom.com/wiki/Ruk'e,Ruk'e,Avatar,ruk'e
126,https://james-camerons-avatar.fandom.com/wiki/Entok,Entok,Avatar,entok
127,https://james-camerons-avatar.fandom.com/wiki/Lunapey,Lunapey,Avatar,lunapey
128,https://james-camerons-avatar.fandom.com/wiki/Neteyam,Neteyam,Avatar,neteyam
129,https://james-camerons-avatar.fandom.com/wiki/Lo'ak,Lo'ak,Avatar,lo'ak
130,https://james-camerons-avatar.fandom.com/wiki/Kiralu,Kiralu,Avatar,kiralu
131,https://james-camerons-avatar.fandom.com/wiki/Rawm,Rawm,Avatar,rawm
132,https://james-camerons-avatar.fandom.com/wiki/Vokan,Vokan,Avatar,vokan
133,https://james-camerons-avatar.fandom.com/wiki/Zumkana,Zumkana,Avatar,zumkana
134,https://james-camerons-avatar.fandom.com/wiki/Ukawla,Ukawla,Avatar,ukawla
135,https://james-camerons-avatar.fandom.com/wiki/Morang,Morang,Avatar,morang
136,https://james-camerons-avatar.fandom.com/wiki/Sukal,Sukal,Avatar,sukal
137,https://james-camerons-avatar.fandom.com/wiki/Maratu,Maratu,Avatar,maratu
138,https://james-camerons-avatar.fandom.com/wiki/Tsu'mong,Tsu'mong,Avatar,tsu'mong
139,https://james-camerons-avatar.fandom.com/wiki/Avarin,Avarin,Avatar,avarin
140,https://james-camerons-avatar.fandom.com/wiki/Menari,Menari,Avatar,menari
141,https://james-camerons-avatar.fandom.com/wiki/Syura'ewan,Syura'ewan,Avatar,syura'ewan
142,https://james-camerons-avatar.fandom.com/wiki/Frances_Ardmore,Frances Ardmore,Avatar,frances ardmore
143,https://james-camerons-avatar.fandom.com/wiki/Bill_Onozuki,Bill Onozuki,Avatar,bill onozuki
144,https://james-camerons-avatar.fandom.com/wiki/Valke,Valke,Avatar,valke
145,https://james-camerons-avatar.fandom.com/wiki/Syanan,Syanan,Avatar,syanan
146,https://james-camerons-avatar.fandom.com/wiki/Txopu,Txopu,Avatar,txopu
147,https://james-camerons-avatar.fandom.com/wiki/Tonowari,Tonowari,Avatar,tonowari
148,https://james-camerons-avatar.fandom.com/wiki/Ryder_Masterson,Ryder Masterson,Avatar,ryder masterson
149,https://james-camerons-avatar.fandom.com/wiki/Neytep,Neytep,Avatar,neytep
150,https://james-camerons-avatar.fandom.com/wiki/Neytiri's_great-great-grandfather,Neytiri's great-great-grandfather,Avatar,neytiri's great-great-grandfather
151,https://james-camerons-avatar.fandom.com/wiki/Nash_McCosker,Nash McCosker,Avatar,nash mccosker
152,https://james-camerons-avatar.fandom.com/wiki/Ak'tari,Ak'tari,Avatar,ak'tari
153,https://james-camerons-avatar.fandom.com/wiki/Aonung,Aonung,Avatar,aonung
154,https://james-camerons-avatar.fandom.com/wiki/Tsireya,Tsireya,Avatar,tsireya
155,https://james-camerons-avatar.fandom.com/wiki/Rotxo,Rotxo,Avatar,rotxo
156,https://james-camerons-avatar.fandom.com/wiki/Yeyongo,Yeyongo,Avatar,yeyongo
157,https://james-camerons-avatar.fandom.com/wiki/Earl,Earl,Avatar,earl
158,https://james-camerons-avatar.fandom.com/wiki/Ronal,Ronal,Avatar,ronal
159,https://james-camerons-avatar.fandom.com/wiki/Mick_Scoresby,Mick Scoresby,Avatar,mick scoresby
160,https://james-camerons-avatar.fandom.com/wiki/Yeyongo's_Child,Yeyongo's Child,Avatar,yeyongo's child
161,https://james-camerons-avatar.fandom.com/wiki/Miles_Socorro,Miles Socorro,Avatar,miles socorro
162,https://james-camerons-avatar.fandom.com/wiki/Tarsem,Tarsem,Avatar,tarsem
163,https://james-camerons-avatar.fandom.com/wiki/Karina_Mogue,Karina Mogue,Avatar,karina mogue
164,https://james-camerons-avatar.fandom.com/wiki/Ian_Garvin,Ian Garvin,Avatar,ian garvin
165,https://james-camerons-avatar.fandom.com/wiki/Kamun,Kamun,Avatar,kamun
166,https://james-camerons-avatar.fandom.com/wiki/Tiaru,Tiaru,Avatar,tiaru
167,https://james-camerons-avatar.fandom.com/wiki/Trinity_Harper,Trinity Harper,Avatar,trinity harper
168,https://james-camerons-avatar.fandom.com/wiki/Raven,Raven,Avatar,raven
169,https://james-camerons-avatar.fandom.com/wiki/John,John,Avatar,john
170,https://james-camerons-avatar.fandom.com/wiki/Joe_Santos,Joe Santos,Avatar,joe santos
171,https://james-camerons-avatar.fandom.com/wiki/Titus_McMahon,Titus McMahon,Avatar,titus mcmahon
172,https://james-camerons-avatar.fandom.com/wiki/Niya_Hassan,Niya Hassan,Avatar,niya hassan
173,https://james-camerons-avatar.fandom.com/wiki/Victor_Rogers,Victor Rogers,Avatar,victor rogers
174,https://james-camerons-avatar.fandom.com/wiki/Nathan_Gomez,Nathan Gomez,Avatar,nathan gomez
175,https://james-camerons-avatar.fandom.com/wiki/Lily_Reese,Lily Reese,Avatar,lily reese
176,https://james-camerons-avatar.fandom.com/wiki/Will_Murphy,Will Murphy,Avatar,will murphy
177,https://james-camerons-avatar.fandom.com/wiki/Vince_Anderson,Vince Anderson,Avatar,vince anderson
178,https://james-camerons-avatar.fandom.com/wiki/Ashley_Sloane,Ashley Sloane,Avatar,ashley sloane
179,https://james-camerons-avatar.fandom.com/wiki/Raven's_Mother,Raven's Mother,Avatar,raven's mother
180,https://james-camerons-avatar.fandom.com/wiki/Zeke_Hodge,Zeke Hodge,Avatar,zeke hodge
181,https://james-camerons-avatar.fandom.com/wiki/Reid,Reid,Avatar,reid
182,https://james-camerons-avatar.fandom.com/wiki/Raven's_Father,Raven's Father,Avatar,raven's father
183,https://james-camerons-avatar.fandom.com/wiki/Polina_Sidorova,Polina Sidorova,Avatar,polina sidorova
184,https://james-camerons-avatar.fandom.com/wiki/Kim_Greene,Kim Greene,Avatar,kim greene
185,https://james-camerons-avatar.fandom.com/wiki/Anuk,Anuk,Avatar,anuk
186,https://james-camerons-avatar.fandom.com/wiki/Bob,Bob,Avatar,bob
187,https://james-camerons-avatar.fandom.com/wiki/Tsu'tey's_Banshee,Tsu'tey's Banshee,Avatar,tsu'tey's banshee
188,https://james-camerons-avatar.fandom.com/wiki/Kiri,Kiri,Avatar,kiri
189,https://james-camerons-avatar.fandom.com/wiki/Basketball_Avatar_(female),Basketball Avatar (female),Avatar,basketball avatar (female)
190,https://james-camerons-avatar.fandom.com/wiki/Suit_1,Suit 1,Avatar,suit 1
191,https://james-camerons-avatar.fandom.com/wiki/Payakan,Payakan,Avatar,payakan
192,https://james-camerons-avatar.fandom.com/wiki/Ruby_Carr,Ruby Carr,Avatar,ruby carr
193,https://james-camerons-avatar.fandom.com/wiki/Phil_Bennet,Phil Bennet,Avatar,phil bennet
194,https://james-camerons-avatar.fandom.com/wiki/Simona_Costello,Simona Costello,Avatar,simona costello
195,https://james-camerons-avatar.fandom.com/wiki/Wolfe,Wolfe,Avatar,wolfe
196,https://james-camerons-avatar.fandom.com/wiki/Cynthia,Cynthia,Avatar,cynthia
197,https://james-camerons-avatar.fandom.com/wiki/Mireya,Mireya,Avatar,mireya
198,https://james-camerons-avatar.fandom.com/wiki/No'eng,No'eng,Avatar,no'eng
199,https://james-camerons-avatar.fandom.com/wiki/Ikeyni's_Banshee,Ikeyni's Banshee,Avatar,ikeyni's banshee
200,https://james-camerons-avatar.fandom.com/wiki/Tawkami_Olo'eyktan,Tawkami Olo'eyktan,Avatar,tawkami olo'eyktan
201,https://james-camerons-avatar.fandom.com/wiki/Tawkami_Tsahìk,Tawkami Tsahìk,Avatar,tawkami tsahìk
202,https://james-camerons-avatar.fandom.com/wiki/Suit_2,Suit 2,Avatar,suit 2
203,https://james-camerons-avatar.fandom.com/wiki/Paz_Socorro,Paz Socorro,Avatar,paz socorro
204,https://james-camerons-avatar.fandom.com/wiki/Yeyatley,Yeyatley,Avatar,yeyatley
205,https://james-camerons-avatar.fandom.com/wiki/Pentìyaru,Pentìyaru,Avatar,pentìyaru
206,https://james-camerons-avatar.fandom.com/wiki/Wu_Mingxia,Wu Mingxia,Avatar,wu mingxia
207,https://james-camerons-avatar.fandom.com/wiki/Zdinarsik,Zdinarsik,Avatar,zdinarsik
208,https://james-camerons-avatar.fandom.com/wiki/Walker,Walker,Avatar,walker
209,https://james-camerons-avatar.fandom.com/wiki/Lopez,Lopez,Avatar,lopez
210,https://james-camerons-avatar.fandom.com/wiki/Ro'a,Ro'a,Avatar,ro'a
211,https://james-camerons-avatar.fandom.com/wiki/Mansk,Mansk,Avatar,mansk
212,https://james-camerons-avatar.fandom.com/wiki/Ward,Ward,Avatar,ward
213,https://james-camerons-avatar.fandom.com/wiki/Zhang,Zhang,Avatar,zhang
214,https://james-camerons-avatar.fandom.com/wiki/Warren,Warren,Avatar,warren
215,https://james-camerons-avatar.fandom.com/wiki/Prager,Prager,Avatar,prager
216,https://james-camerons-avatar.fandom.com/wiki/Brown,Brown,Avatar,brown
217,https://james-camerons-avatar.fandom.com/wiki/Sa'ata,Sa'ata,Avatar,sa'ata
218,https://james-camerons-avatar.fandom.com/wiki/Ta'unui_Tsahìk,Ta'unui Tsahìk,Avatar,ta'unui tsahìk
219,https://james-camerons-avatar.fandom.com/wiki/Saotun,Saotun,Avatar,saotun
220,https://james-camerons-avatar.fandom.com/wiki/Ameini,Ameini,Avatar,ameini
221,https://james-camerons-avatar.fandom.com/wiki/Ta'unui_Olo'eyktan,Ta'unui Olo'eyktan,Avatar,ta'unui olo'eyktan
222,https://james-camerons-avatar.fandom.com/wiki/Ja,Ja,Avatar,ja
223,https://james-camerons-avatar.fandom.com/wiki/Charles_Stringer,Charles Stringer,Avatar,charles stringer
224,https://james-camerons-avatar.fandom.com/wiki/Mary,Mary,Avatar,mary
225,https://james-camerons-avatar.fandom.com/wiki/Miles_Quaritch's_Banshee,Miles Quaritch's Banshee,Avatar,miles quaritch's banshee
226,https://james-camerons-avatar.fandom.com/wiki/Neteyam's_Banshee,Neteyam's Banshee,Avatar,neteyam's banshee
227,https://james-camerons-avatar.fandom.com/wiki/Shad,Shad,Avatar,shad
228,https://james-camerons-avatar.fandom.com/wiki/Meg_Elkins,Meg Elkins,Avatar,meg elkins
229,https://james-camerons-avatar.fandom.com/wiki/Josh_Winslow,Josh Winslow,Avatar,josh winslow
230,https://james-camerons-avatar.fandom.com/wiki/Varang,Varang,Avatar,varang
231,https://james-camerons-avatar.fandom.com/wiki/Akeylong,Akeylong,Avatar,akeylong
232,https://james-camerons-avatar.fandom.com/wiki/Elang,Elang,Avatar,elang
233,https://james-camerons-avatar.fandom.com/wiki/Houtun,Houtun,Avatar,houtun
234,https://james-camerons-avatar.fandom.com/wiki/Tsantak,Tsantak,Avatar,tsantak
235,https://james-camerons-avatar.fandom.com/wiki/Yatri,Yatri,Avatar,yatri
236,https://james-camerons-avatar.fandom.com/wiki/Peylak,Peylak,Avatar,peylak
237,https://james-camerons-avatar.fandom.com/wiki/Tractor_Operator,Tractor Operator,Avatar,tractor operator
238,https://james-camerons-avatar.fandom.com/wiki/Tanhì,Tanhì,Avatar,tanhì
239,https://james-camerons-avatar.fandom.com/wiki/Mike_Wilson,Mike Wilson,Avatar,mike wilson
240,https://james-camerons-avatar.fandom.com/wiki/Fitsimti_Buckley,Fitsimti Buckley,Avatar,fitsimti buckley
241,https://james-camerons-avatar.fandom.com/wiki/Rue_Ansari,Rue Ansari,Avatar,rue ansari
242,https://james-camerons-avatar.fandom.com/wiki/Jim_Phillips,Jim Phillips,Avatar,jim phillips
243,https://james-camerons-avatar.fandom.com/wiki/Liu_Wei,Liu Wei,Avatar,liu wei
244,https://james-camerons-avatar.fandom.com/wiki/Tsireya's_Spirit_Sister,Tsireya's Spirit Sister,Avatar,tsireya's spirit sister
245,https://james-camerons-avatar.fandom.com/wiki/Kiratx,Kiratx,Avatar,kiratx
246,https://james-camerons-avatar.fandom.com/wiki/Kirano,Kirano,Avatar,kirano
247,https://james-camerons-avatar.fandom.com/wiki/Lo'ak's_Banshee,Lo'ak's Banshee,Avatar,lo'ak's banshee
248,https://james-camerons-avatar.fandom.com/wiki/Amitsa,Amitsa,Avatar,amitsa
249,https://james-camerons-avatar.fandom.com/wiki/Davis,Davis,Avatar,davis
250,https://james-camerons-avatar.fandom.com/wiki/Jocelyn,Jocelyn,Avatar,jocelyn
251,https://james-camerons-avatar.fandom.com/wiki/John_Mercer,John Mercer,Avatar,john mercer
252,https://james-camerons-avatar.fandom.com/wiki/Alma_Cortez,Alma Cortez,Avatar,alma cortez
253,https://james-camerons-avatar.fandom.com/wiki/The_Sarentu,The Sarentu,Avatar,the sarentu
254,https://james-camerons-avatar.fandom.com/wiki/Unnamed_male_avatar,Unnamed male avatar,Avatar,unnamed male avatar
255,https://james-camerons-avatar.fandom.com/wiki/Blonde_avatar_driver,Blonde avatar driver,Avatar,blonde avatar driver
256,https://james-camerons-avatar.fandom.com/wiki/Eaton_Roberts,Eaton Roberts,Avatar,eaton roberts
257,https://james-camerons-avatar.fandom.com/wiki/Popiti,Popiti,Avatar,popiti
258,https://james-camerons-avatar.fandom.com/wiki/Etuwa,Etuwa,Avatar,etuwa
259,https://james-camerons-avatar.fandom.com/wiki/So'lek,So'lek,Avatar,so'lek
260,https://james-camerons-avatar.fandom.com/wiki/Asahe,Asahe,Avatar,asahe
261,https://james-camerons-avatar.fandom.com/wiki/Itu,Itu,Avatar,itu
262,https://james-camerons-avatar.fandom.com/wiki/Priya_Chen,Priya Chen,Avatar,priya chen
263,https://james-camerons-avatar.fandom.com/wiki/Aleymun,Aleymun,Avatar,aleymun
264,https://james-camerons-avatar.fandom.com/wiki/Tsu'kiri,Tsu'kiri,Avatar,tsu'kiri
265,https://james-camerons-avatar.fandom.com/wiki/Neyan,Neyan,Avatar,neyan
266,https://james-camerons-avatar.fandom.com/wiki/Mokasa,Mokasa,Avatar,mokasa
267,https://james-camerons-avatar.fandom.com/wiki/Angela_Harding,Angela Harding,Avatar,angela harding
268,https://james-camerons-avatar.fandom.com/wiki/Alexander_Tremayne,Alexander Tremayne,Avatar,alexander tremayne
269,https://james-camerons-avatar.fandom.com/wiki/Koranu,Koranu,Avatar,koranu
270,https://james-camerons-avatar.fandom.com/wiki/Teylan,Teylan,Avatar,teylan
271,https://james-camerons-avatar.fandom.com/wiki/Aha'ri,Aha'ri,Avatar,aha'ri
272,https://james-camerons-avatar.fandom.com/wiki/Nor,Nor,Avatar,nor
273,https://james-camerons-avatar.fandom.com/wiki/Ri'nela,Ri'nela,Avatar,ri'nela
274,https://james-camerons-avatar.fandom.com/wiki/Kataru,Kataru,Avatar,kataru
275,https://james-camerons-avatar.fandom.com/wiki/Kitangi,Kitangi,Avatar,kitangi
276,https://james-camerons-avatar.fandom.com/wiki/Tamu,Tamu,Avatar,tamu
277,https://james-camerons-avatar.fandom.com/wiki/Keylu,Keylu,Avatar,keylu
278,https://james-camerons-avatar.fandom.com/wiki/Okul,Okul,Avatar,okul
279,https://james-camerons-avatar.fandom.com/wiki/Siul,Siul,Avatar,siul
280,https://james-camerons-avatar.fandom.com/wiki/Hurit_Ahenakew,Hurit Ahenakew,Avatar,hurit ahenakew
281,https://james-camerons-avatar.fandom.com/wiki/Anqa_Salaam,Anqa Salaam,Avatar,anqa salaam
282,https://james-camerons-avatar.fandom.com/wiki/Billy_Nash,Billy Nash,Avatar,billy nash
283,https://james-camerons-avatar.fandom.com/wiki/Rajinder_Singh_Grewal,Rajinder Singh Grewal,Avatar,rajinder singh grewal
284,https://james-camerons-avatar.fandom.com/wiki/Neytu,Neytu,Avatar,neytu
285,https://james-camerons-avatar.fandom.com/wiki/Hajir_Beshara,Hajir Beshara,Avatar,hajir beshara
286,https://james-camerons-avatar.fandom.com/wiki/Jin-young_MacKay,Jin-young MacKay,Avatar,jin-young mackay
287,https://james-camerons-avatar.fandom.com/wiki/Daniela_Neves-MacKay,Daniela Neves-MacKay,Avatar,daniela neves-mackay
288,https://james-camerons-avatar.fandom.com/wiki/Sa'nop,Sa'nop,Avatar,sa'nop
